Cdk9as_3MBPP1r2_pr_counts	Cdk9as_3MBPP1r2gb_counts	Cdk9as_3MBPP1r2term_counts	Cdk9as_3MBPP1r2pr_map	Cdk9as_3MBPP1r2gb_map	Cdk9as_3MBPP1r2term_map	Cdk9as_3MBPP1r2pr_density	Cdk9as_3MBPP1r2pr_densityRPKM	Cdk9as_3MBPP1r2gb_density	Cdk9as_3MBPP1r2gb_densityRPKM	Cdk9as_3MBPP1r2pause_index_CI_low	Cdk9as_3MBPP1r2pause_index_CI_high	Cdk9as_3MBPP1r2pause_index_scaled	Cdk9as_3MBPP1r2pause_index_CI_low_scaled	Cdk9as_3MBPP1r2pause_index_CI_high_scaled	Cdk9as_3MBPP1r2_ExpPR	Cdk9as_3MBPP1r2_ExpGB	Cdk9as_3MBPP1r2Fexact_Pval
SPAC4G9.07	2	16	2	100	2415	300	0.02	1.62453489565937	0.00662525879917184	0.538148205601449	0.0198698862921535	0.564288735510909	3.01875	0.479857753955507	13.6275729625885	0	102	1
SPAC4G9.10	53	659	12	100	1396	300	0.53	43.0501747349734	0.472063037249284	38.3441438481206	0.0601560588606953	0.10725533921376	1.12273141122914	0.839778581695307	1.49728453542409	49	104	1
SPAC4G9.12	37	671	71	100	1039	300	0.37	30.0538955696984	0.645813282001925	52.4573106346217	0.0390154984363901	0.0775945520138764	0.572921013412817	0.405371028754093	0.806207395424176	53	84	1
SPAC4G9.14	22	285	9	100	1238	300	0.22	17.8698838522531	0.230210016155089	18.6992102287125	0.0487486558397341	0.121089964558435	0.955649122807018	0.603508359295909	1.49909376123342	22	100	1
SPAC4G9.15	12	585	22	100	1135	300	0.12	9.74720937395624	0.515418502202643	41.8657671348341	0.0110453130818539	0.0371849784048616	0.232820512820513	0.125364303479042	0.422049504895179	38	74	1
SPNCRNA.809	9	26	7	100	475	300	0.09	7.31040703046718	0.0547368421052632	4.44609550390986	0.150824105944477	0.772108077826823	1.64423076923077	0.716414503236266	3.66751336967741	5	104	1
SPAC4G9.19	20	1254	31	100	1145	300	0.2	16.2453489565937	1.09519650655022	88.9592471247534	0.00997461763473234	0.0252166194669249	0.182615629984051	0.114209371917685	0.288730292896291	62	58	1
SPAC4G9.22	93	1198	50	100	906	300	0.93	75.5408726481608	1.32229580573951	107.405783940393	0.0624911406083432	0.0963317503533381	0.703322203672788	0.56616973391159	0.872765658201243	109	84	1
SPNCRNA.811	0	6	170	100	919	300	0	0	0.00652883569096844	0.530316070400231	0.0157393406208896	0.93492067967121	0	0.144644540305975	8.59192104617842	0	100	1
SPAC13G7.03	18	498	53	100	970	300	0.18	14.6208140609344	0.51340206185567	41.7019782494004	0.0218910959843572	0.0589059016280618	0.350602409638554	0.212343631048265	0.571387245792199	40	78	1
SPNCRNA.190	5	105	47	100	491	300	0.05	4.06133723914843	0.213849287169043	17.3702814708996	0.0171427500998633	0.121080201010424	0.233809523809524	0.0841709029903289	0.594503786961181	18	87	1
SPAC13G7.05	8	191	29	100	2011	300	0.08	6.49813958263749	0.094977623073098	7.71472314945152	0.0191728274018449	0.0875684692257667	0.842303664921466	0.385565559051102	1.76100191613017	9	99	1
SPAC13G7.06	53	1107	38	100	1085	300	0.53	43.0501747349734	1.02027649769585	82.8737386864021	0.0359722038293727	0.06356028270616	0.519467028003613	0.390298411548694	0.689629067361836	77	76	1
SPAC13G7.07	10	93	5	100	1128	300	0.1	8.12267447829686	0.0824468085106383	6.6968858730639	0.0527451003329092	0.212686958923465	1.21290322580645	0.594964731755216	2.39910889665668	8	102	1
SPAC13G7.10	69	560	571	100	1343	300	0.69	56.0464539002484	0.416976917349218	33.869677645914	0.0951588737137137	0.159281624163073	1.65476785714286	1.27798367397518	2.13915221251007	49	120	1
SPAC13G7.11	31	1501	90	100	1069	300	0.31	25.1802908827203	1.40411599625819	114.051771673747	0.014220354601078	0.0298219631280294	0.220779480346436	0.152015590685524	0.318796785838634	76	55	1
SPNCRNA.812	734	265	0	100	2508	300	7.34	596.20430670699	0.105661881977671	8.58257072068847	2.40115515777589	3.19561797580592	69.4668679245283	60.2209713570193	80.1460988332125	79	755	0
SPNCRNA.813	4	55	16	100	1175	300	0.04	3.24906979131875	0.0468085106382979	3.80210294728789	0.0224341146761097	0.208790067569031	0.854545454545454	0.263600847444289	2.45328329393611	4	100	1
SPAC6C3.04	546	4319	89	100	2262	300	5.46	443.498026515009	1.90937223695844	155.092091387109	0.115530440768651	0.138321977834345	2.85957860615883	2.61329857018689	3.12884313861287	423	223	2.04493535290153e-21
SPAC6C3.05	5	246	8	100	986	300	0.05	4.06133723914843	0.249492900608519	20.2654961628908	0.00741108977552675	0.0509544755543535	0.200406504065041	0.0730733451866937	0.502411128965925	20	85	1
SPAC6C3.07	0	8	5	100	1534	300	0	0	0.00521512385919166	0.423607534722131	0.0116892782926356	0.673070909790981	0	0.17931352900903	10.3249077561937	0	100	1
SPAC6C3.08	4	80	5	100	993	300	0.04	3.24906979131875	0.080563947633434	6.5439472131294	0.0156037808461354	0.141642681814275	0.4965	0.154945543802124	1.40651183041575	7	97	1
SPAC6C3.09	4	965	34	100	1337	300	0.04	3.24906979131875	0.721765145848915	58.626633295112	0.00132492747034972	0.0114278656638173	0.055419689119171	0.0177142802785758	0.152790563925238	43	61	1
SPAC17G8.02	7	596	21	100	1771	300	0.07	5.6858721348078	0.336533032185206	27.3354827163463	0.0051222404343238	0.025500749450748	0.208003355704698	0.0907148780918745	0.451618272772747	26	81	1
SPAC17G8.15	9	98	77	100	259	300	0.09	7.31040703046718	0.378378378378378	30.7344439719341	0.0434100568706021	0.187468421416852	0.237857142857143	0.112432047294859	0.485543211469646	29	80	1
SPAC17G8.05	457	294	7	100	1167	300	4.57	371.206223658167	0.251928020565553	20.4632930301566	1.33903788499437	1.80461311957706	18.1401020408163	15.6265721178844	21.0598351054642	112	445	3.79082710411386e-144
SPAC17G8.07	20	286	5	100	899	300	0.2	16.2453489565937	0.318131256952169	25.8407664159389	0.0431921954387607	0.111991797983771	0.628671328671329	0.388297836994458	1.0068062638741	28	92	1
SPAC17G8.09	23	266	22	100	1057	300	0.23	18.6821513000828	0.251655629139073	20.4411675612769	0.0550841780432266	0.134544905843176	0.913947368421053	0.582239761916905	1.42213965476238	24	99	1
SPNCRNA.59	18	112	201	100	201	300	0.18	14.6208140609344	0.557213930348259	45.2606737099129	0.0944938408597717	0.270076181720096	0.323035714285714	0.189932620128141	0.542853125257394	42	76	1
SPAC17G8.12	7	1554	197	100	3573	300	0.07	5.6858721348078	0.434928631402183	35.327836941711	0.00197025147405387	0.00974972799762247	0.160945945945946	0.0703970851679448	0.348357781355051	32	75	1
SPNCRNA.818	0	7	21	100	919	300	0	0	0.00761697497279652	0.618702082133602	0.0134151780994594	0.782741335671289	0	0.123285486734032	7.19339287481914	0	100	1
SPNCRNA.192	2	40	4	100	451	300	0.02	1.62453489565937	0.0886917960088692	7.20414587875553	0.00836032650796309	0.211005400062266	0.2255	0.0377050725509136	0.95163435428082	8	94	1
SPAC22H10.02	75	2621	183	100	997	300	0.75	60.9200585872265	2.62888665997994	213.535905793541	0.0225848406358442	0.0362001868438498	0.28529187333079	0.225170861139367	0.360915862833182	126	49	1
SPNCRNA.820	1	13	3	100	471	300	0.01	0.812267447829686	0.0276008492569002	2.24192713838342	0.00375396436557918	0.55840707127902	0.362307692307692	0.017681172161878	2.63009730572418	2	99	1
SPAC22H10.04	3	1007	44	100	1655	300	0.03	2.43680234348906	0.608459214501511	49.4231613271598	0.000768021983504269	0.00951367328220984	0.049304865938431	0.0127107638269957	0.157451292820573	38	65	1
SPAC22H10.13	11	39	15	100	335	300	0.11	8.93494192612655	0.116417910447761	9.4562479001068	0.136292367364591	0.570625573815614	0.944871794871795	0.456579430671381	1.91159567228231	11	100	1
SPAC22H10.07	85	1822	38	100	2450	300	0.85	69.0427330655233	0.743673469387755	60.406175099824	0.0372953816614795	0.0582833427714738	1.14297475301866	0.913736850706247	1.42794189790111	78	107	1
SPAC22H10.08	15	860	444	100	1766	300	0.15	12.1840117174453	0.486976217440544	39.5554929294185	0.010084667554689	0.029648412855136	0.308023255813954	0.178095229015808	0.523590971021702	37	78	1
SPAC22H10.09	284	1652	36	100	2171	300	2.84	230.683955183631	0.760939659143252	61.8086514884681	0.151261626855793	0.195347096917574	3.73222760290557	3.28388991903927	4.24098547408053	165	219	1.37808152692083e-27
SPAC22H10.10	28	164	5	100	1992	300	0.28	22.7434885392312	0.0823293172690763	6.68734244197131	0.111937466186737	0.258815736031488	3.4009756097561	2.22979432643981	5.15560946174724	9	119	0.0063103171651293
SPAC15F9.02	2	1408	90	100	1619	300	0.02	1.62453489565937	0.869672637430513	70.6406773652995	0.000245784753653131	0.00573656322635235	0.0229971590909091	0.00397925516164419	0.0928749586346446	47	55	1
SPNCRNA.823	3	60	15	100	296	300	0.03	2.43680234348906	0.202702702702703	16.4648806992504	0.0125342590362304	0.165041493362126	0.148	0.0371014067472419	0.488522820351892	17	86	1
SPAC1B9.03c	148	1925	92	100	1239	300	1.48	120.215582278794	1.55367231638418	126.199744719302	0.0648054374899971	0.0911632785132638	0.952581818181818	0.802939370501064	1.12951302077934	150	98	1
SPAC6B12.18	217	809	333	100	358	300	2.17	176.262036179042	2.25977653631285	183.554291981625	0.230236289073701	0.312418752718247	0.960271940667491	0.824245914883851	1.11845913473133	219	98	1
SPNCRNA.824	29	37	6	100	1102	300	0.29	23.5557559870609	0.0335753176043557	2.72721375405612	0.469162482555963	1.30693647880591	8.6372972972973	5.17017055776671	14.4024399964412	4	125	1.05632742841275e-09
SPNCRNA.194	2	34	7	100	580	300	0.02	1.62453489565937	0.0586206896551724	4.7615677976223	0.00977594851961347	0.25022499125925	0.341176470588235	0.0567005014137581	1.45130494930365	5	97	1
SPAC6B12.08	6	124	104	100	1816	300	0.06	4.87360468697812	0.0682819383259912	5.54631957769169	0.0192639047804862	0.113626298580197	0.878709677419355	0.34983251081363	2.06345358221637	6	100	1
SPAC6B12.09	15	322	22	100	986	300	0.15	12.1840117174453	0.32657200811359	26.5263811563042	0.0267232193426614	0.07983217736089	0.459316770186335	0.263490942718641	0.787145268778375	28	87	1
SPAC6B12.11	11	511	15	100	1850	260	0.11	8.93494192612655	0.276216216216216	22.4361440995119	0.0112444603255152	0.0400902744652444	0.398238747553816	0.208022516022031	0.741670077607022	24	87	1
SPAC6B12.12	143	2961	74	100	2044	300	1.43	116.154245039645	1.4486301369863	117.667510421903	0.040680623925954	0.0573008003421647	0.987139479905437	0.8315119530465	1.17122835899385	143	100	1
SPAC6B12.13	17	244	13	100	942	300	0.17	13.8085466131047	0.259023354564756	21.0396239140598	0.0411983626304345	0.116195059669868	0.656311475409836	0.388088575978693	1.09455746209016	24	93	1
SPNCRNA.195	3	3	1240	100	369	300	0.03	2.43680234348906	0.00813008130081301	0.660380038885924	0.162070833932487	6.17014163335868	3.69	0.598041377210877	22.7678226270935	0	103	1
SPAC6B12.15	629	11047	622	100	1317	300	6.29	510.916224684873	8.38800303720577	681.330181941879	0.0524982812148352	0.0617505867084757	0.749880510545849	0.69140236359938	0.813255226950625	651	78	1
SPSNORNA.11	1265	119	2735	100	21	300	12.65	1027.51832150455	5.66666666666667	460.284887103489	8.77419950743364	12.888326605633	2.23235294117647	1.84258189656106	2.70654858718293	1160	205	1
SPAC6B12.16	0	33	2	100	1040	300	0	0	0.0317307692307692	2.57738709407497	0.0027729657495468	0.149200036234492	0	0.0288388437952867	1.55168037683872	3	97	1
SPAC32A11.01	297	5357	111	100	2207	300	2.97	241.243432005417	2.42727684639783	197.159796919965	0.0492389268468594	0.0624136021303947	1.22359342915811	1.08670311551019	1.37746819901781	281	116	1
SPNCRNA.828	0	31	19	100	1174	300	0	0	0.0264054514480409	2.14482886564909	0.00295316473031761	0.159112070807008	0	0.0346701539339288	1.86797571127428	2	98	1
SPNCRNA.829	3	259	34	100	2501	300	0.03	2.43680234348906	0.103558576569372	8.41172606908792	0.00297064805565329	0.0372150660806917	0.28969111969112	0.0742959078718889	0.930748802678101	9	94	1
SPAC19A8.11c	17	335	6	100	4891	300	0.17	13.8085466131047	0.0684931506849315	5.56347567006635	0.0301491910944149	0.0842198105872169	2.482	1.47459693642783	4.11919093582078	7	110	1
SPAC19A8.07c	22	1117	97	100	951	300	0.22	17.8698838522531	1.1745531019979	95.4051250500273	0.0125961201901313	0.0304987289878619	0.187305282005372	0.119789103008149	0.290042912674567	65	57	1
SPAC19A8.05c	44	2154	98	100	1973	300	0.44	35.7397677045062	1.09173846933604	88.6783620185071	0.0149717303202814	0.0277752923597751	0.403026926648097	0.295392239219153	0.548006518258364	75	69	1
SPAC19A8.01c	14	3192	31	100	4077	300	0.14	11.3717442696156	0.782928623988227	63.5947435239725	0.00249301423773291	0.00756839926413824	0.178815789473684	0.101640190472371	0.308563637998916	50	64	1
SPNCRNA.558	0	0	1	100	221	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC23H3.04	13	210	26	100	1038	300	0.13	10.5594768217859	0.202312138728324	16.4331564589821	0.0338143094188296	0.110980604623921	0.642571428571429	0.350992531767451	1.1519786759963	19	94	1
SPAC23H3.06	133	3183	20	100	3025	300	1.33	108.031570561348	1.05223140495868	85.469331783203	0.0349892639847586	0.0498676271290875	1.26398052152058	1.05842523553895	1.5084957206549	119	114	1
SPAC23H3.10	38	1119	85	100	1558	300	0.38	30.8661630175281	0.718228498074454	58.3393629089486	0.0242277844373342	0.0473975784078021	0.529079535299374	0.377468881533666	0.738454271593557	57	81	1
SPNCRNA.197	10	82	21	100	2368	300	0.1	8.12267447829686	0.0346283783783784	2.81275045278861	0.0595463068773004	0.24240127548109	2.88780487804878	1.41005654685447	5.74006220339222	3	107	1
SPNCRNA.831	3	79	164	100	2001	300	0.03	2.43680234348906	0.039480259870065	3.20685299243105	0.0095872771545093	0.124296285916983	0.759873417721519	0.191841415861731	2.48716868119882	3	100	1
SPAC23H3.14	5	721	36	100	1772	300	0.05	4.06133723914843	0.406884875846501	33.0499339664336	0.00254469681234188	0.0172642538045255	0.122884882108183	0.0450920275146981	0.305922577416192	30	75	1
SPNCRNA.832	12	72	3	100	1373	300	0.12	9.74720937395624	0.0524399126001457	4.25952339721321	0.0859719462550338	0.316070328784623	2.28833333333333	1.18039482208161	4.33964561421288	5	107	1
SPAC25H1.02	15	194	3	100	1546	300	0.15	12.1840117174453	0.125485122897801	10.1927480516791	0.0439939986721747	0.133633430702135	1.19536082474227	0.680147219471821	2.06597283865501	12	103	1
SPAC25H1.03	16	73	36	100	483	300	0.16	12.996279165275	0.151138716356108	12.276505940283	0.122746822067731	0.386048539545904	1.0586301369863	0.592867150587142	1.86461444600672	15	101	1
SPAC25H1.04	10	181	62	100	624	300	0.1	8.12267447829686	0.290064102564103	23.5609628296752	0.027563997365218	0.107337587373209	0.34475138121547	0.171999343558961	0.669786545208824	24	86	1
SPAC25H1.05	43	1812	239	100	882	300	0.43	34.9275002566765	2.05442176870748	166.873992683378	0.0173190687019528	0.0324013410175108	0.209304635761589	0.152754185951224	0.285779827774445	96	47	1
SPAC25H1.06	53	757	56	100	1402	300	0.53	43.0501747349734	0.539942938659059	43.8578072758254	0.0524432368941357	0.0932354341775155	0.981585204755614	0.735254181255783	1.30716078716877	53	100	1
SPAC25H1.07	95	2232	7	100	2670	300	0.95	77.1654075438202	0.835955056179775	67.9019079983468	0.0344668218880032	0.0525047481356762	1.1364247311828	0.920264144409685	1.40187677522255	88	107	1
SPAC25H1.09	1	14	2	100	1779	300	0.01	0.812267447829686	0.00786958965711074	0.639221150624824	0.00350210863509423	0.514391103811047	1.27071428571429	0.0623025126183264	9.15101773679853	0	101	1
SPNCRNA.834	3	249	775	100	1615	300	0.03	2.43680234348906	0.154179566563467	12.5235043039995	0.00308908758293131	0.0387223615398993	0.194578313253012	0.0498887644643406	0.625366138869373	13	90	1
SPAC4A8.04	345	3334	170	100	1940	300	3.45	280.232269501242	1.71855670103093	139.5927665497	0.0924723681427711	0.115779498583461	2.00749850029994	1.79396394196976	2.24612227251915	281	164	1.86536687204664e-06
SPNCRNA.836	19	91	3	100	4631	300	0.19	15.433081508764	0.0196501835456705	1.59612044380267	0.123299162485133	0.349812056046191	9.66912087912088	5.70998421468652	16.1997963154991	2	117	6.16654125063371e-08
SPNCRNA.837	2	150	4	100	1698	300	0.02	1.62453489565937	0.088339222614841	7.17550748966154	0.00228754238172694	0.0544325320593525	0.2264	0.0388424696417235	0.924264394367805	8	94	1
SPNCRNA.838	171	991	4	100	2344	300	1.71	138.897733578876	0.42278156996587	34.3411706825605	0.14619683581772	0.203579178926386	4.04464177598386	3.42685383156736	4.77189595403449	80	191	1.11995176432847e-23
SPAC4A8.10	40	1974	27	100	2988	300	0.4	32.4906979131875	0.660642570281124	53.6618454489893	0.0146189166029928	0.0279767759617705	0.605471124620061	0.436813228097423	0.835946065737704	55	85	1
SPAC4A8.14	76	1801	1	100	1462	300	0.76	61.7323260350562	1.23187414500684	100.061126781208	0.0333072098728208	0.0533849344600988	0.616946141032759	0.48695140834064	0.780487741806644	97	79	1
SPAC823.02	113	273	726	100	187	300	1.13	91.7862216047546	1.45989304812834	118.582360030751	0.330404903498847	0.518242004032149	0.774029304029304	0.617857169542844	0.969112547540119	126	87	1
SPAC823.03	22	991	38	100	2145	300	0.22	17.8698838522531	0.462004662004662	37.5271347691944	0.0141897371874044	0.0343960657120517	0.476185671039354	0.304369862669823	0.73779560952351	38	84	1
SPAC823.04	103	329	31	100	709	300	1.03	83.6635471264577	0.464033850493653	37.6919591447062	0.249342244268669	0.392788726883209	2.21966565349544	1.76783651186486	2.78487207360195	64	139	0.00158813886075002
SPAC823.06	41	384	161	100	364	300	0.41	33.3029653610171	1.05494505494505	85.6897527380768	0.0763035090530615	0.148865036087841	0.388645833333333	0.277744772953144	0.541868731359742	72	69	1
SPAC823.07	126	1138	54	100	1013	300	1.26	102.34569842654	1.12339585389931	91.2497883149243	0.091698716999157	0.133599769961466	1.1215992970123	0.92890800320146	1.35336566970965	119	107	1
SPNCRNA.199	2	1	3	100	342	300	0.02	1.62453489565937	0.00292397660818713	0.237505101704587	0.143294171183347	55.6482554667983	6.84	0.490066065447046	190.31703369645	0	102	1
SPAC823.11	21	897	11	100	1838	300	0.21	17.0576164044234	0.488030467899891	39.6411262624172	0.0147935396111242	0.0366659966035195	0.430301003344482	0.271905258052463	0.673921017572688	39	82	1
SPAC823.12	62	2849	9	100	2895	300	0.62	50.3605817654406	0.984110535405872	79.9360952976434	0.0167760516120405	0.028172484458018	0.63001053001053	0.485666694168572	0.815593425059622	80	82	1
SPAC823.14	3	372	19	100	1457	300	0.03	2.43680234348906	0.25531914893617	20.7387433488431	0.00207265712668325	0.0258461778969823	0.1175	0.0301986143357749	0.376578811959032	20	83	1
SPAC823.15	39	609	10	100	1386	300	0.39	31.6784304653578	0.439393939393939	35.6905393743347	0.0456725199220431	0.0894340624251744	0.887586206896552	0.633021126119517	1.23955610521292	42	97	1
SPAC7D4.14c	12	1180	39	100	1789	300	0.12	9.74720937395624	0.659586361095584	53.576053015038	0.0054931720281774	0.0183744027153349	0.18193220338983	0.0982728475840937	0.328718064577342	44	68	1
SPAC7D4.13c	7	190	39	100	1167	300	0.07	5.6858721348078	0.162810625535561	13.2245771283325	0.0159074973055109	0.0808569888755945	0.429947368421053	0.185640493555312	0.943601060178188	14	93	1
SPAC7D4.12c	15	1478	12	100	2589	300	0.15	12.1840117174453	0.570876786404017	46.3704630317604	0.00587960537685092	0.017216087872018	0.262753721244926	0.15222298320667	0.445724515006547	41	74	1
SPAC7D4.11c	4	614	14	100	2270	300	0.04	3.24906979131875	0.270484581497797	21.9705820690497	0.00207972734481681	0.0179861106540165	0.147882736156352	0.0472098107273415	0.408284711846174	22	82	1
SPNCRNA.842	0	18	81	100	760	300	0	0	0.0236842105263158	1.92379132380715	0.00511285240857114	0.280011224227739	0	0.0388576783051406	2.12808530413081	2	98	1
SPAC7D4.09c	19	201	17	100	908	300	0.19	15.433081508764	0.22136563876652	17.9808102438069	0.0572817400765053	0.154191287103613	0.858308457711443	0.520118199894668	1.4000568869008	21	98	1
SPAC7D4.07c	140	1129	827	100	343	300	1.4	113.717442696156	3.29154518950437	267.36150104948	0.103608819016097	0.148329764777196	0.42533215234721	0.355378249225212	0.508771093185782	184	56	1
SPAC7D4.06c	11	526	174	100	1705	300	0.11	8.93494192612655	0.308504398826979	25.0588080679422	0.0109259349448535	0.0389390579064911	0.356558935361217	0.186287190809753	0.663910937305673	26	85	1
