Cdk9as_3MBPP1_combined_pr_counts	Cdk9as_3MBPP1_combinedgb_counts	Cdk9as_3MBPP1_combinedterm_counts	Cdk9as_3MBPP1_combinedpr_map	Cdk9as_3MBPP1_combinedgb_map	Cdk9as_3MBPP1_combinedterm_map	Cdk9as_3MBPP1_combinedpr_density	Cdk9as_3MBPP1_combinedpr_densityRPKM	Cdk9as_3MBPP1_combinedgb_density	Cdk9as_3MBPP1_combinedgb_densityRPKM	Cdk9as_3MBPP1_combinedpause_index_CI_low	Cdk9as_3MBPP1_combinedpause_index_CI_high	Cdk9as_3MBPP1_combinedpause_index_scaled	Cdk9as_3MBPP1_combinedpause_index_CI_low_scaled	Cdk9as_3MBPP1_combinedpause_index_CI_high_scaled	Cdk9as_3MBPP1_combined_ExpPR	Cdk9as_3MBPP1_combined_ExpGB	Cdk9as_3MBPP1_combinedFexact_Pval
SPAC4G8.11c	74	289	33	100	2176	300	0.74	36.7445774189874	0.1328125	6.59478268710711	0.196681003365487	0.332915364765953	5.57176470588235	4.27977863323299	7.24423833730714	20	154	1.38325467182226e-18
SPAC4G8.12c	25	1107	121	100	2602	300	0.25	12.4137085874957	0.425441967717141	21.1252504325254	0.0148628626450909	0.0340413491780021	0.587624209575429	0.386731686025266	0.885755905611615	37	88	1
SPAC4G8.13c	10	3961	94	100	3258	300	0.1	4.9654834349983	1.21577655003069	60.3691831983679	0.00128184518240108	0.00481516139598539	0.0822519565766221	0.0417625160426272	0.156877958281204	60	50	1
SPAC16C9.01c	23	220	27	100	1815	300	0.23	11.4206119004961	0.121212121212121	6.01876779999793	0.0663495715098558	0.163311904738128	1.8975	1.20424472290388	2.96411107099703	13	110	1
SPAC16C9.02c	73	1870	309	100	1151	300	0.73	36.2480290754876	1.624674196351	80.6729280925006	0.0306707933284583	0.0496081750341767	0.449320855614973	0.353020831210555	0.570990094643374	107	66	1
SPAC16C9.04c	23	2579	116	100	1726	300	0.23	11.4206119004961	1.49420625724218	74.1945641880684	0.00577678072175229	0.0136426314212544	0.153927879022877	0.0997072352574445	0.235471818330851	73	50	1
SPNCRNA.687	3	115	56	100	476	300	0.03	1.48964503049949	0.241596638655462	11.9964410719497	0.00663262821462922	0.0846759579227396	0.124173913043478	0.0315713103016351	0.403057559712241	20	83	1
SPAC16C9.06c	15	1598	17	100	2792	300	0.15	7.44822515249744	0.572349570200573	28.4199230985934	0.0054392141837413	0.0159198461257832	0.262077596996245	0.151862860010057	0.444482103831867	41	74	1
SPAC2G11.03c	11	2014	13	100	2546	300	0.11	5.46203177849813	0.791044776119403	39.2791973216283	0.00286766999519658	0.0101174472437366	0.139056603773585	0.0730108780777049	0.257590206825535	49	62	1
SPAC2G11.05c	4	658	53	100	2343	300	0.04	1.98619337399932	0.280836534357661	13.944891592953	0.00194110464241414	0.0167790373094064	0.142431610942249	0.0454800817717633	0.393132844159392	22	82	1
SPNCRNA.688	128	814	17	100	1295	300	1.28	63.5581879679782	0.628571428571429	31.2116101628464	0.129917272106039	0.190209620623237	2.03636363636364	1.6824286737732	2.46321458707092	88	140	0.00182304037163377
SPAC2G11.07c	443	6876	444	100	1816	300	4.43	219.970916170425	3.7863436123348	188.010264862601	0.058454182396942	0.0710028149645014	1.16999418266434	1.06152795232847	1.28941111975535	429	114	1
SPAC2G11.08c	85	124	30	100	856	300	0.85	42.2066091974855	0.144859813084112	7.19299002266108	0.515335589603353	0.911332154923703	5.86774193548387	4.41127264700471	7.80100324614689	23	162	5.91299885708762e-19
SPAC2G11.10c	24	439	29	100	1537	300	0.24	11.9171602439959	0.28562134027326	14.1824803380888	0.0354123696490556	0.0836964865273721	0.840273348519362	0.544288121505985	1.28641499792571	27	97	1
SPAC2G11.11c	454	2740	27	100	3069	300	4.54	225.432947948923	0.892798957315086	44.3317843333181	0.14983513889347	0.183213221284412	5.08513138686131	4.59844041264059	5.6228137612186	261	293	2.40495012846215e-55
SPNCRNA.691	12	67	7	100	716	300	0.12	5.95858012199796	0.0935754189944134	4.64647192939785	0.0920632802069059	0.34092750821653	1.28238805970149	0.659173086281446	2.44104095883035	9	103	1
SPAC2G11.15c	24	323	49	100	953	300	0.24	11.9171602439959	0.338929695697796	16.8294978961642	0.0479337385251715	0.11423177712593	0.708111455108359	0.456808528144885	1.08862883601011	31	93	1
SPNCRNA.692	6	155	17	100	1056	300	0.06	2.97929006099898	0.146780303030303	7.28835163281	0.0154748066343627	0.0904928607948503	0.408774193548387	0.16341395805887	0.955604609993619	13	93	1
SPAC521.04c	4	4049	39	100	3070	300	0.04	1.98619337399932	1.31889250814332	65.4893890172902	0.000316299546504461	0.0027184852885101	0.0303284761669548	0.00971039607768696	0.08345749835726	59	45	1
SPAC23G3.02c	8	3281	41	100	15008	300	0.08	3.97238674799864	0.218616737739872	10.855377898607	0.00113270707846456	0.00501835222541858	0.365937214263944	0.169996678335962	0.753154301990821	19	89	1
SPNCRNA.694	4	35	264	100	421	300	0.04	1.98619337399932	0.0831353919239905	4.12807411460666	0.0345259525222105	0.336123682860994	0.481142857142857	0.145354260118506	1.41508070484479	7	97	1
SPAC23G3.05c	31	1606	108	100	1341	300	0.31	15.3929986484947	1.19761372110365	59.4673109366686	0.0132939722508072	0.0278650877275245	0.258848069738481	0.178272167883324	0.373670826426103	71	60	1
SPAC23G3.07c	115	939	26	100	1121	300	1.15	57.1030595024804	0.83764495985727	41.5931217258109	0.100411658506866	0.149263254414541	1.37289669861555	1.12561469186197	1.673241081987	98	117	1
SPAC23G3.08c	88	3548	155	100	3354	300	0.88	43.696254227985	1.05784138342278	52.5269386624149	0.0199536646332797	0.0307932327767989	0.831882750845547	0.669245911800201	1.03280502733384	96	92	1
SPAC23G3.10c	15	1948	7	100	2720	300	0.15	7.44822515249744	0.716176470588235	35.5616240124143	0.00446399797398792	0.0130532962382681	0.209445585215606	0.121420744892471	0.355049657680893	47	68	1
SPAC23G3.12c	15	3860	108	100	2876	300	0.15	7.44822515249744	1.34214186369958	66.6438319161802	0.00225516643055631	0.00658043050913429	0.111761658031088	0.0648585865427995	0.189253181442702	65	50	1
SPAC22H12.01c	60	836	103	100	1009	300	0.6	29.7929006099898	0.828543111992071	41.1411709777857	0.054723010700186	0.0939328227000851	0.724162679425837	0.552155177964877	0.947782181043858	72	88	1
SPAC22H12.04c	414	8222	2218	100	717	300	4.14	205.571014208929	11.4672245467225	569.403135321562	0.0455606457055372	0.0556424342390544	0.36102894672829	0.326669829708702	0.39895625349402	472	42	1
SPAC22H12.05c	2	1387	24	100	2597	300	0.02	0.993096686999659	0.534077782056219	26.5195437980078	0.000249502228430915	0.00582353194626098	0.0374477289113194	0.00647957287235086	0.151237124644398	35	67	1
SPAC1687.03c	31	1940	66	100	1170	300	0.31	15.3929986484947	1.65811965811966	82.333656956382	0.0110120358579832	0.0230531801247745	0.186958762886598	0.128840819538404	0.269722207459861	81	50	1
SPNCRNA.695	8	191	14	100	1522	300	0.08	3.97238674799864	0.125492772667543	6.2313228389269	0.0191728274018449	0.0875684692257667	0.637486910994765	0.29181043305608	1.33279210161617	12	96	1
SPAC1687.06c	354	2179	964	100	263	300	3.54	175.77811359894	8.2851711026616	411.398798663927	0.14496120252834	0.182046286990439	0.42726938962827	0.381247962649534	0.478781734784854	405	49	1
SPNCRNA.696	3	85	19	100	679	300	0.03	1.48964503049949	0.125184094256259	6.2159954635472	0.00892465873441193	0.11530530193966	0.239647058823529	0.060598432806657	0.782923000170293	11	92	1
SPAC1687.12c	49	1119	61	100	993	300	0.49	24.3308688314916	1.12688821752266	55.9554477720352	0.0325310911078293	0.0587743955217713	0.434825737265416	0.323033734700745	0.583629747531189	78	71	1
SPAC1687.13c	60	1099	201	100	1057	300	0.6	29.7929006099898	1.03973509933775	51.627874125479	0.0417199396506194	0.071293785395749	0.577070063694267	0.440979762107047	0.753575311633067	81	79	1
SPAC1687.14c	99	717	242	100	771	300	0.99	49.1582860064831	0.929961089494163	46.1770638507624	0.111254834493396	0.171201356067327	1.06456066945607	0.857774773944086	1.31996245527909	95	104	1
SPAC1687.23c	0	6	11	100	298	300	0	0	0.0201342281879195	0.999761765435898	0.0157393406208896	0.93492067967121	0	0.0469032350502509	2.78606362542021	1	99	1
SPAC1687.16c	810	2095	141	100	1343	300	8.1	402.204158234862	1.55994043186895	77.4585837402936	0.356216192404193	0.419638051437641	5.19250596658711	4.78398346398831	5.63573903080752	554	356	2.18001779273076e-62
SPAC1687.17c	126	1172	112	100	902	249	1.26	62.5650912809785	1.29933481152993	64.5182548316852	0.0890631994244077	0.129687871771902	0.969726962457338	0.803350058808158	1.16978460338255	127	99	1
SPAC1687.18c	24	1046	308	100	1733	300	0.24	11.9171602439959	0.603577611079054	29.9705462954888	0.0149620941011133	0.0348876164054454	0.397629063097514	0.259293090772294	0.604602392306368	46	78	1
SPAC1687.19c	35	865	79	100	1263	300	0.35	17.379192022494	0.684877276326207	34.0074677060453	0.0284104140369694	0.0573527070909175	0.511040462427746	0.358823529286923	0.724364690558288	54	81	1
SPAC1687.20c	1	384	115	100	1978	300	0.01	0.49654834349983	0.194135490394338	9.63976561698355	0.000135618094408744	0.0169776017853113	0.0515104166666667	0.00268252590740495	0.335816963313457	16	85	1
SPAC1687.22c	257	6800	146	100	3446	300	2.57	127.612924279456	1.97330237957052	97.9840027800012	0.0332996955891142	0.0428850039675975	1.30238529411765	1.14750751000088	1.47781723672341	236	121	1
SPNCRNA.698	74	533	1221	100	932	300	0.74	36.7445774189874	0.571888412017167	28.3970243653872	0.108021131840383	0.178184899596732	1.29395872420263	1.00675694875237	1.66068326424154	63	111	1
SPAC222.03c	91	762	317	100	524	300	0.91	45.1858992584845	1.45419847328244	72.2079843028378	0.0954899361598847	0.149192915971439	0.625774278215223	0.500367265477796	0.781770879690338	113	78	1
SPAC222.04c	90	278	340	100	360	300	0.9	44.6893509149847	0.772222222222222	38.3445665258202	0.253404376350952	0.413222706045508	1.16546762589928	0.912255754863428	1.48760174176383	82	108	1
SPAC222.05c	50	940	96	100	1857	300	0.5	24.8274171749915	0.506192784060312	25.1349188416715	0.0395856301470206	0.0712763318655614	0.987765957446809	0.735105151830172	1.32360148274347	50	100	1
SPAC222.07c	8	1587	31	100	2149	300	0.08	3.97238674799864	0.738483015355979	36.6692517977771	0.00233948424518235	0.0103858751035533	0.10833018273472	0.0502755164289686	0.223192455975361	45	63	1
SPAC222.08c	151	2260	10	100	1081	254	1.51	74.9787998684743	2.09065679925994	103.811217049918	0.056461929290627	0.0790234937442462	0.722261061946903	0.610353455631678	0.854243967375301	169	82	1
SPSNRNA.02	3768	1832	3599	85	50	300	44.3294117647059	2201.16959800866	36.64	1819.35313058338	1.94432966460121	2.17572684594551	1.20986385820704	1.14372333211836	1.27983932114442	3750	103	1
SPAC222.10c	33	2412	38	100	2294	300	0.33	16.3860953354944	1.0514385353095	52.2090062999821	0.00954648244717356	0.0195044004988024	0.313855721393035	0.218996307338162	0.447430947442527	68	65	1
SPAC222.17	140	98	24	100	433	300	1.4	69.5167680899761	0.226327944572748	11.2382765965319	1.09501751941455	1.86448463148861	6.18571428571429	4.74142585906499	8.07321845434568	44	196	7.92358282766126e-24
SPAC222.12c	242	11899	1255	100	1693	300	2.42	120.164699126959	7.02835203780272	348.991656190459	0.0178689412133452	0.0231418184180703	0.344319690730313	0.302521174741934	0.391790985817931	299	43	1
SPAC222.13c	22	1301	46	100	2403	300	0.22	10.9240635569963	0.54140657511444	26.8834538032991	0.0108213681330274	0.0261686902321462	0.406348962336664	0.26003747623665	0.628833626278474	42	80	1
SPAC222.14c	68	2151	117	100	2727	300	0.68	33.7652873579884	0.788778877887789	39.1666845202836	0.0246377157692572	0.0404922521216401	0.862092050209205	0.671870509027645	1.10422371535712	74	94	1
SPNCRNA.50	5	1	3	100	72	300	0.05	2.48274171749915	0.0138888888888889	0.689650477083097	0.57436322228453	113.125402240216	3.6	0.413541520044862	81.4502896129556	1	104	1
SPAC222.16c	23	524	24	100	1428	300	0.23	11.4206119004961	0.366946778711485	18.2206815121786	0.0282171046608115	0.0676682677403779	0.626793893129771	0.402940254556388	0.966302863332597	33	90	1
SPAC821.03c	80	2097	41	100	1824	300	0.8	39.7238674799864	1.14967105263158	57.0867256753916	0.0303116005523429	0.0479488254843232	0.69585121602289	0.552883594074735	0.874586576834055	96	84	1
SPAC821.04c	9	1733	304	100	3253	300	0.09	4.46893509149847	0.532739010144482	26.4530673004981	0.00252984272656516	0.0102679528144803	0.168938257357184	0.0822957838951647	0.334016505055045	37	72	1
SPSNRNA.03	8	3591	2314	100	379	300	0.08	3.97238674799864	9.47493403693931	470.476280081237	0.00103500627531164	0.00458474661001769	0.00844333054859371	0.00392267378343113	0.017376189651967	97	11	1
SPNCRNA.702	30	64	1	100	1320	300	0.3	14.8964503049949	0.0484848484848485	2.40750711999917	0.29684796647788	0.737266012127699	6.1875	3.91839315750801	9.73191136008563	6	124	9.56665014216068e-08
SPAC821.07c	0	1425	58	100	2398	300	0	0	0.594245204336947	29.5071471846229	6.37926134028335e-05	0.00336301992450955	0	0.00152974686939995	0.0806452177897389	37	63	1
SPAC821.08c	65	8016	97	100	2494	300	0.65	32.2756423274889	3.21411387329591	159.596291960491	0.00630125154004281	0.0104149189248405	0.202233033932136	0.157153213408668	0.259748077985521	125	40	1
SPAC821.10c	4	8110	1596	100	1654	300	0.04	1.98619337399932	4.90326481257557	243.47080204254	0.000157957234005785	0.00135683089218821	0.00815782983970407	0.00261261265045568	0.022441982956793	86	18	1
SPAC821.13c	69	6400	53	100	4819	300	0.69	34.2618357014882	1.32807636439095	65.9454118779604	0.00843965120993669	0.0137485706608188	0.5195484375	0.406706791806849	0.66254362014486	96	73	1
SPAC139.01c	34	3121	82	100	2750	300	0.34	16.8826436789942	1.13490909090909	56.3537229113807	0.00764775647338569	0.0154396331307895	0.299583466837552	0.210313303018107	0.424589911096711	71	63	1
SPAC139.02c	20	2846	184	100	1235	300	0.2	9.93096686999659	2.30445344129555	114.427253894779	0.00440421953254477	0.0110870784950658	0.0867884750527055	0.0543921112269279	0.136925419414062	83	37	1
SPAC139.04c	19	1166	41	100	1553	300	0.19	9.43441852649676	0.750804893754024	37.2810926285126	0.0100585713392156	0.0260795908379878	0.253061749571183	0.156209612898018	0.40501604571395	51	68	1
SPNCRNA.706	4	552	24	100	2220	300	0.04	1.98619337399932	0.248648648648649	12.3466074599958	0.00231242509402954	0.0200150103565422	0.160869565217391	0.0513358370874557	0.444333229915238	20	84	1
SPNCRNA.707	8	55	26	100	914	300	0.08	3.97238674799864	0.0601750547045952	2.98798237335784	0.0641440756022821	0.316566576273469	1.32945454545455	0.586276851004859	2.89341850713951	6	102	1
SPAC23C4.05c	90	989	70	100	1370	300	0.9	44.6893509149847	0.721897810218978	35.8457161840388	0.0728842488019343	0.113494523500034	1.24671385237614	0.9985142085865	1.55487497195046	79	111	1
SPAC23C4.06c	4	724	81	100	3248	300	0.04	1.98619337399932	0.222906403940887	11.0683805632351	0.0017646704457375	0.0152444226880247	0.179447513812155	0.057316496077554	0.495138848907042	18	86	1
SPAC23C4.09c	11	745	20	100	1989	300	0.11	5.46203177849813	0.374560080442433	18.5987187484853	0.00772928217082756	0.0274362663745127	0.293677852348993	0.15373542237776	0.545707338189057	30	81	1
SPNCRNA.708	0	200	18	100	1875	300	0	0	0.106666666666667	5.29651566399818	0.000454957086890741	0.0240550990817154	0	0.00853044537920139	0.451033107782165	9	91	1
SPAC23C4.16c	70	1190	41	100	1516	300	0.7	34.7583840449881	0.784960422163588	38.9770797338257	0.0458636224421722	0.075320461762183	0.891764705882353	0.69529251622333	1.14185820031469	74	96	1
SPNCRNA.709	7	7	115	100	174	300	0.07	3.47583840449881	0.0402298850574713	1.99760827844759	0.316538341408126	3.15917495350321	1.74	0.550776714050139	5.49696441909558	4	103	1
SPAC23C4.18c	42	2095	1	100	4245	300	0.42	20.8550304269928	0.493521790341578	24.5057427475181	0.0145829599143641	0.0274595472238269	0.851026252983294	0.619046648364756	1.16565777965145	46	96	1
SPAC1A6.01c	52	1339	7	100	3369	300	0.52	25.8205138619911	0.39744731374295	19.7351805267519	0.0291326887449357	0.0516325309531809	1.30834951456311	0.981480283816883	1.73949996781267	43	109	1
SPAC1A6.03c	323	5746	271	100	2247	300	3.23	160.385114950445	2.55718736092568	126.976714808635	0.0501696533662097	0.0629739104077865	1.26310650887574	1.12731211113873	1.41502376686296	304	119	1
SPAC1A6.04c	1376	26540	465	100	2975	300	13.76	683.250520655766	8.92100840336134	442.971194503714	0.0490926104180272	0.054753355882463	1.54242652599849	1.46050515993631	1.62891233750327	1327	149	0.0564067582284342
SPAC1A6.05c	254	3095	30	100	1790	300	2.54	126.123279248957	1.72905027932961	85.8557052029035	0.0720571842766676	0.0934473482850573	1.46901453957997	1.28982359855235	1.67270753430253	224	130	1
SPAC1A6.06c	0	55	88	100	1500	300	0	0	0.0366666666666667	1.82067725949938	0.0016592631470071	0.0885300344192424	0	0.0248889472051065	1.32795051628864	3	97	1
SPAC1A6.08c	48	107	8	100	900	300	0.48	23.8343204879918	0.118888888888889	5.90340808383131	0.31455336061354	0.638477465677305	4.03738317757009	2.83098024552186	5.74629719109575	15	133	4.59776303598868e-07
SPAC1A6.09c	155	5756	167	100	2039	300	1.55	76.9649932424736	2.82295242766062	140.17323517337	0.0228796822897786	0.0316774728491456	0.549070535093815	0.466516721888586	0.645903671394078	188	67	1
SPAC30D11.13	100	761	45	100	1008	300	1	49.654834349983	0.754960317460317	37.4874295043026	0.106066872746765	0.162648158667989	1.3245729303548	1.06915407728739	1.63949343937332	86	114	1
SPAC30D11.12	145	1903	1173	100	308	244	1.45	71.9995098074753	6.17857142857143	306.795940805252	0.0641140231587199	0.0905039405153245	0.234682080924855	0.197471191328857	0.2787521367872	210	35	1
SPAC30D11.11	277	5231	430	100	1871	300	2.77	137.543891149453	2.79583110636024	138.826530456847	0.0468355418463283	0.059858190966093	0.990760848786083	0.876292987944802	1.1199467529756	277	100	1
SPAC30D11.10	151	2000	1632	100	1874	300	1.51	74.9787998684743	1.06723585912487	52.993419797207	0.0637576894167351	0.089358821690087	1.41487	1.19481909966962	1.67458431847223	129	122	1
SPAC30D11.09	17	1228	544	100	1922	300	0.17	8.4413218394971	0.63891779396462	31.7253572225698	0.0083018634464761	0.0227553247333444	0.266074918566775	0.159561815441271	0.43735734137488	45	72	1
SPAC30D11.07	87	451	8	100	1246	300	0.87	43.1997058844852	0.361958266452649	17.9729777623133	0.15229038184779	0.24408427974379	2.40359201773836	1.89753815782347	3.04129012560762	49	138	0.000183326790988586
SPAC30D11.05	160	1358	88	100	1624	300	1.6	79.4477349599727	0.836206896551724	41.5217149305892	0.0996632583800042	0.139221296888667	1.91340206185567	1.61853131609127	2.26095386147195	118	142	0.00319724918034357
SPAC30D11.03	89	2697	61	100	2242	300	0.89	44.1928025714848	1.20294380017841	59.7319751301981	0.026558205495217	0.0409553136103882	0.739851687059696	0.595434967202764	0.918218131144904	103	86	1
SPNCRNA.713	7	257	6	100	2241	300	0.07	3.47583840449881	0.114680946006247	5.69446337703955	0.0118053888595166	0.0595326192966391	0.610389105058366	0.264558764341767	1.33412599843768	11	96	1
SPNCRNA.714	1	14	37	81	391	300	0.0123456790123457	0.613022646296086	0.0358056265984655	1.77792245754415	0.00350210863509423	0.514391103811047	0.344797178130511	0.0169052404484178	2.48304841469283	2	80	1
SPAC56F8.04c	71	647	82	100	900	300	0.71	35.2549323884879	0.718888888888889	35.6963086938211	0.0852046445061131	0.141111152210119	0.987635239567233	0.766841800555018	1.27000036989107	71	100	1
SPAC56F8.05c	84	3153	319	100	1407	300	0.84	41.7100608539857	2.2409381663113	111.273413436742	0.0213158085463973	0.0332545741190286	0.374843006660323	0.29991342624781	0.467891857854733	127	57	1
SPAC56F8.06c	208	2339	205	100	1522	300	2.08	103.282055447965	1.53679369250986	76.3092362316755	0.0769645221906891	0.102716121535254	1.35346729371526	1.17140002774229	1.56333936976657	186	122	1
SPNCRNA.716	119	1916	207	100	1253	300	1.19	59.0892528764797	1.52913008778931	75.9287012087529	0.0513747254913792	0.0750291816635559	0.778220250521921	0.643725310406981	0.940115646244355	132	87	1
SPAC56F8.14c	26	904	639	100	3777	300	0.26	12.9102569309956	0.239343394228223	11.8845565931651	0.0190674810875843	0.0430577422247864	1.08630530973451	0.720178760678059	1.62629092383018	24	102	1
SPAC22A12.01c	11	920	3	100	2816	300	0.11	5.46203177849813	0.326704545454545	16.2224600859319	0.00626465773515552	0.0221965853270331	0.336695652173913	0.176412761821979	0.625055842809251	27	84	1
