Isk1as_3MBPP1r2_pr_counts	Isk1as_3MBPP1r2gb_counts	Isk1as_3MBPP1r2term_counts	Isk1as_3MBPP1r2pr_map	Isk1as_3MBPP1r2gb_map	Isk1as_3MBPP1r2term_map	Isk1as_3MBPP1r2pr_density	Isk1as_3MBPP1r2pr_densityRPKM	Isk1as_3MBPP1r2gb_density	Isk1as_3MBPP1r2gb_densityRPKM	Isk1as_3MBPP1r2pause_index_CI_low	Isk1as_3MBPP1r2pause_index_CI_high	Isk1as_3MBPP1r2pause_index_scaled	Isk1as_3MBPP1r2pause_index_CI_low_scaled	Isk1as_3MBPP1r2pause_index_CI_high_scaled	Isk1as_3MBPP1r2_ExpPR	Isk1as_3MBPP1r2_ExpGB	Isk1as_3MBPP1r2Fexact_Pval
SPAC3H1.14	3	19	13	100	856	300	0.03	14.5408085368118	0.022196261682243	10.7583863784822	0.0372348404284344	0.561573026386184	1.35157894736842	0.318730234067399	4.80706510586574	2	101	1
SPAC9G1.02	118	763	23	100	4530	300	1.18	571.938469114596	0.168432671081678	81.6382407180822	0.126767685392642	0.188537856035937	7.00576671035387	5.7425761482867	8.54076487842796	31	187	1.79197007690225e-36
SPAC9G1.04	7	106	46	100	1217	300	0.07	33.9285532525608	0.0870994248151191	42.2165353301026	0.0281878867228409	0.146740105658983	0.803679245283019	0.343046581416974	1.78582708586983	8	99	1
SPAC9G1.05	17	183	13	100	2153	300	0.17	82.3979150419333	0.0849976776590804	41.1978318971443	0.0546169519729383	0.155849141142337	2.00005464480874	1.17590297597736	3.35543200879452	9	108	1
SPAC9G1.07	3	118	47	100	1334	300	0.03	14.5408085368118	0.088455772113943	42.8739482094899	0.00646655499827671	0.0824846781060368	0.339152542372881	0.0862638436770113	1.10034560593453	8	95	1
SPAC9G1.09	3	59	2	100	5343	300	0.03	14.5408085368118	0.0110424854950402	5.35222224513003	0.0127403771074271	0.167938348090167	2.71677966101695	0.68071834884983	8.97294593845761	1	102	1
SPAC9G1.12	7	143	8	100	2378	300	0.07	33.9285532525608	0.06013456686291	29.146840773256	0.0210349508945039	0.107987760245594	1.16405594405594	0.500211132271303	2.56794893864022	6	101	1
SPNCRNA.785	0	48	22	100	1131	300	0	0	0.0424403183023873	20.5705514225454	0.0019023677648798	0.101687091822644	0	0.0215157794207906	1.15008100851411	4	96	1
SPAC17H9.01	8	234	40	100	4034	300	0.08	38.775489431498	0.0580069410014874	28.1155940969588	0.0156943243908715	0.071259620605239	1.3791452991453	0.633109045927757	2.87461309521534	5	103	1
SPAC17H9.02	12	211	36	100	3196	300	0.12	58.163234147247	0.0660200250312891	31.9994847858498	0.0302892151165322	0.104283429073162	1.81763033175355	0.968043315124369	3.33289839317827	6	106	1
SPAC17H9.05	65	282	13	100	3190	300	0.65	315.050851630921	0.0884012539184953	42.8475235880973	0.174353838610851	0.304218484725079	7.35283687943262	5.56188745168615	9.70456966273001	13	152	1.7636041138851e-22
SPAC17H9.07	7	151	39	100	1058	300	0.07	33.9285532525608	0.142722117202268	69.1764993402197	0.0199408875981609	0.102153862352188	0.49046357615894	0.210974590788542	1.08078786368615	13	94	1
SPAC17H9.08	6	129	10	100	2482	300	0.06	29.0816170736235	0.0519742143432716	25.1915699872242	0.0185320141536929	0.109127081376121	1.15441860465116	0.459964591294657	2.70853415975532	5	101	1
SPAC17H9.11	15	64	20	100	615	300	0.15	72.7040426840588	0.104065040650407	50.4396610491031	0.128128746294504	0.422392245063399	1.44140625	0.7879917897112	2.5977123071399	10	105	1
SPNCRNA.788	9	9	37	100	186	300	0.09	43.6224256104353	0.0483870967741935	23.4529169948577	0.365532261261232	2.73573663935873	1.86	0.679890005945892	5.08847014920723	5	104	1
SPNCRNA.184	4	3	8	100	95	300	0.04	19.387744715749	0.0315789473684211	15.3061142492755	0.253716790119337	7.46861872267986	1.26666666666667	0.24103095061337	7.09518778654587	3	101	1
SPAC17H9.16	34	155	69	100	887	300	0.34	164.795830083867	0.174746335963923	84.6984337920264	0.148630147225052	0.322313393168654	1.94567741935484	1.31834940588621	2.85891979740596	19	115	1
SPAC17H9.20	6	224	16	100	4037	300	0.06	29.0816170736235	0.0554867475848402	26.8940724320521	0.0107628910475076	0.0622703086005852	1.08133928571429	0.434497911587881	2.51385235820562	5	101	1
SPAC607.04	9	70	26	100	910	300	0.09	43.6224256104353	0.0769230769230769	37.2841244533635	0.060026932718461	0.265955840142335	1.17	0.546245087737995	2.42019814529525	7	102	1
SPAC607.05	115	261	37	100	1146	300	1.15	557.397660577784	0.227748691099476	110.388337059566	0.35167201272109	0.551746913434457	5.04942528735632	4.03016126578369	6.32301962795888	39	176	7.49360916278259e-22
SPNCRNA.186	12	96	37	100	751	300	0.12	58.163234147247	0.127829560585885	61.958172194138	0.0652530660841676	0.234080414342882	0.93875	0.490050526292099	1.75794391171504	12	100	1
SPAC607.10	12	245	6	100	4160	300	0.12	58.163234147247	0.0588942307692308	28.5456577846064	0.0261475477845659	0.0895896542844847	2.03755102040816	1.08773798783794	3.72692961823456	6	106	1
SPAC732.01	8	159	40	100	975	300	0.08	38.775489431498	0.163076923076923	79.0423438411305	0.0229599681151764	0.1055425106868	0.490566037735849	0.22385968912297	1.0290394791963	15	93	1
SPNCRNA.791	0	2	0	100	926	300	0	0	0.00215982721382289	1.04685446629314	0.0514242900386907	4.05388820080272	0	0.476188925758276	37.5390047394332	0	100	1
SPAC3C7.04	16	233	29	100	2875	300	0.16	77.550978862996	0.0810434782608696	39.2812566849523	0.0399178341311465	0.116339862888755	1.97424892703863	1.14763773127046	3.34477105805171	8	108	1
SPAC3C7.09	8	58	21	100	1309	300	0.08	38.775489431498	0.0443086325439267	21.4761114116395	0.0609873578979835	0.299331628602734	1.80551724137931	0.798324514884604	3.91825101840979	4	104	1
SPAC3C7.10	8	55	11	100	1124	300	0.08	38.775489431498	0.048932384341637	23.7172143987143	0.0641440756022821	0.316566576273469	1.63490909090909	0.720979409769651	3.55820831731379	5	103	1
SPAC3C7.12	7	120	20	100	1867	300	0.07	33.9285532525608	0.0642742367434387	31.1533123445351	0.0249744299761732	0.129198666711499	1.08908333333333	0.466272607655154	2.41213910750369	6	101	1
SPNCRNA.793	4	50	13	100	2123	300	0.04	19.387744715749	0.023551577955723	11.4152995264655	0.0245867173300684	0.230646739894439	1.6984	0.521976008917352	4.89663028795894	2	102	1
SPAC25A8.02	0	100	37	100	1575	300	0	0	0.0634920634920635	30.7741979615063	0.000910928409356709	0.048329390295792	0	0.0143471224473682	0.761187897158724	5	95	1
SPAC631.02	5	1283	77	100	4835	300	0.05	24.2346808946863	0.26535677352637	128.616734593102	0.00143209718650906	0.00968648503570039	0.188425565081839	0.0692418989677132	0.468341551476114	22	83	1
SPAC20H4.01	38	260	61	100	2252	300	0.38	184.183574799616	0.115452930728242	55.959298691105	0.102393133446282	0.207796672334657	3.29138461538462	2.30589336521027	4.67958106097647	14	124	0.000285160246039379
SPAC20H4.02	29	58	26	100	748	300	0.29	140.56114918918	0.0775401069518717	37.5831949703691	0.312489011828614	0.796854603540927	3.74	2.33741780847804	5.96047243448614	9	120	0.0046407340604615
SPAC20H4.04	5	241	10	100	3555	300	0.05	24.2346808946863	0.0677918424753868	32.8582733930767	0.00756334235923529	0.0520230421135817	0.737551867219917	0.268876820870814	1.84941914713783	6	99	1
SPAC20H4.07	0	105	5	100	1816	300	0	0	0.0578193832599119	28.0246860566306	0.000867458745533771	0.0460080441189668	0	0.0157530508188933	0.835506081200436	5	95	1
SPAC20H4.08	19	105	45	100	875	300	0.19	92.0917873998078	0.12	58.163234147247	0.107520666130781	0.301231414117691	1.58333333333333	0.940805828644337	2.6357748735298	12	107	1
SPAC20H4.09	26	110	31	100	2138	300	0.26	126.020340652369	0.0514499532273152	24.9374639702104	0.150518323147549	0.368768595389494	5.05345454545454	3.21808174889461	7.88427256942739	6	120	1.73165425765516e-05
SPAC20H4.10	19	294	38	100	3073	300	0.19	92.0917873998078	0.0956719817767654	46.3715989784429	0.0394362703627679	0.104660690843483	1.98595238095238	1.21187658824786	3.21622302962025	10	109	1
SPAC23C11.01	55	322	42	100	2586	300	0.55	266.581489841549	0.124516627996906	60.3524149117477	0.126948382974938	0.229310961407314	4.41708074534161	3.28288518373189	5.92998146199315	17	138	7.97221262987338e-11
SPAC23C11.03	41	114	34	100	1872	300	0.41	198.724383336427	0.0608974358974359	29.5165985255794	0.24765630259399	0.520787550268142	6.73263157894737	4.6361259845595	9.74914294101962	8	133	1.48880913249855e-12
SPAC23C11.05	93	384	112	100	997	300	0.93	450.765064641164	0.385155466399198	186.682396460572	0.191813633887586	0.305501882608033	2.414609375	1.91238192985923	3.04585376960209	53	140	0.000121510230456188
SPNCRNA.798	44	181	17	100	1635	300	0.44	213.265191873239	0.110703363914373	53.6572139686631	0.172411189769754	0.341755594556249	3.97458563535912	2.81892295273548	5.58770397099467	14	130	5.62178653793248e-07
SPAC23C11.08	10	43	25	100	507	300	0.1	48.4693617893725	0.0848126232741617	41.108137217811	0.109732252116706	0.479555347966361	1.17906976744186	0.556342518231699	2.43134561418945	8	102	1
SPAC23C11.09	30	426	44	100	2814	300	0.3	145.408085368118	0.151385927505331	73.3757929007558	0.0477287847494755	0.103293502592145	1.98169014084507	1.34308800285024	2.90667916294295	17	113	1
SPAC23C11.10	11	19	4	100	755	300	0.11	53.3162979683098	0.0251655629139073	12.1975877350739	0.258539304641178	1.27748807387288	4.37105263157895	1.95197175004089	9.64503495774023	2	109	1
SPAC23C11.11	92	316	64	100	1972	300	0.92	445.918128462227	0.160243407707911	77.6689570255665	0.229213614696073	0.36945661135088	5.74126582278481	4.52009248180656	7.28568437583935	26	166	7.60887007735415e-23
SPAC23C11.12	26	29	26	100	211	300	0.26	126.020340652369	0.137440758293839	66.6166583834978	0.511880370307381	1.5685860973091	1.89172413793103	1.08006758134857	3.30971666532219	15	111	1
SPNCRNA.187	12	9	21	100	406	300	0.12	58.163234147247	0.0221674876847291	10.7444398055259	0.525296371174099	3.42659404614787	5.41333333333333	2.13270326696684	13.9119718273604	2	110	1
SPAC23C11.14	22	242	75	100	1410	300	0.22	106.63259593662	0.171631205673759	83.1885500214762	0.0572408632263036	0.143040318349751	1.28181818181818	0.807096171490881	2.01686848873149	17	105	1
SPAC23C11.15	10	223	17	100	3393	300	0.1	48.4693617893725	0.0657235484821692	31.8557844946362	0.0224493235015292	0.0868073439451894	1.52152466367713	0.761705546406887	2.94537318006027	6	104	1
SPAC23C11.16	9	115	19	100	2336	300	0.09	43.6224256104353	0.0492294520547945	23.861201223364	0.0371645602147538	0.158968665679974	1.82817391304348	0.868164126616648	3.71350803028419	5	104	1
SPAC23C11.17	37	323	42	100	1611	300	0.37	179.336638620678	0.200496585971446	97.1794156298406	0.0802613907567355	0.162806053254495	1.84541795665635	1.29301100509101	2.62280551792992	22	115	1
SPNCRNA.801	0	12	7	100	2222	300	0	0	0.0054005400540054	2.61760729735585	0.00771806013949717	0.431135285113533	0	0.171495296299627	9.57982603522271	0	100	1
SPAC13F5.05	4	118	27	100	1977	300	0.04	19.387744715749	0.0596863935255438	28.9296140169244	0.010667345217909	0.0951215986775543	0.670169491525424	0.210893414958061	1.88055400585525	5	99	1
SPNCRNA.802	2	4	3	100	904	300	0.02	9.6938723578745	0.00442477876106195	2.14466202607843	0.0638181358093923	3.14803144559117	4.52	0.576915947716906	28.4582042681441	0	102	1
SPAC1783.01	11	223	8	100	3347	300	0.11	53.3162979683098	0.0666268299970122	32.293599280042	0.0255411517555084	0.0927154429764386	1.6509865470852	0.854862349256867	3.1031858764214	6	105	1
SPAC1783.03	5	151	1	100	2822	300	0.05	24.2346808946863	0.053508150248051	25.9350589305289	0.0120013549907256	0.083565315374225	0.934437086092715	0.338678237838278	2.35821319986063	5	100	1
SPAC1783.05	1	233	8	100	4457	300	0.01	4.84693617893725	0.0522773165806596	25.3384817072555	0.000223167707726484	0.0280482351842932	0.191287553648069	0.00994658473336937	1.25010984216395	5	96	1
SPNCRNA.804	2	7	9	100	510	300	0.02	9.6938723578745	0.0137254901960784	6.65265750050211	0.0410868912536841	1.48812327873763	1.45714285714286	0.209543145393789	7.58942872156192	1	101	1
SPAC18G6.03	59	389	62	100	1281	300	0.59	285.969234557298	0.303669008587041	147.186430414254	0.114199998830011	0.2010301215163	1.94290488431877	1.46290198501245	2.5751958566238	37	122	0.921990715715257
SPNCRNA.188	1	3	25	100	543	300	0.01	4.84693617893725	0.00552486187845304	2.67786529223053	0.0133674946082822	3.55733427163736	1.81	0.0725854957229723	19.3163250949908	0	101	1
SPAC18G6.06	19	63	33	100	905	300	0.19	92.0917873998078	0.0696132596685083	33.7411026821046	0.174561922534793	0.515982251728189	2.72936507936508	1.57978539893987	4.66963937814011	7	112	1
SPAC18G6.10	6	145	7	100	2325	300	0.06	29.0816170736235	0.0623655913978495	30.2282041267054	0.0165231907156673	0.0968540582639267	0.962068965517241	0.384164184139264	2.2518568546363	6	100	1
SPAC18G6.13	3	7	12	100	155	300	0.03	14.5408085368118	0.0451612903225806	21.8893891952005	0.0880775067426534	1.82748877281164	0.664285714285714	0.136520135451113	2.83260759785804	4	99	1
SPAC18G6.15	17	89	31	100	1406	300	0.17	82.3979150419333	0.0633001422475107	30.6811749591334	0.109686196433359	0.328406403218552	2.68561797752809	1.54218792185303	4.61739402925284	6	111	1
SPAC13D6.01	7	21	1	100	1431	300	0.07	33.9285532525608	0.0146750524109015	7.11290424581987	0.129042770053757	0.825511699749734	4.77	1.84660203946926	11.8130724234187	1	106	1
SPNCRNA.189	0	0	6	100	206	256	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC13D6.05	11	68	33	100	830	300	0.11	53.3162979683098	0.0819277108433735	39.7098385744257	0.0809346906481379	0.31528382472255	1.34264705882353	0.671757932379545	2.61685574519717	8	103	1
SPAC4G9.02	13	102	282	100	1161	300	0.13	63.0101703261843	0.0878552971576227	42.5829018304565	0.0683439946300019	0.232950273333588	1.47970588235294	0.793473777654322	2.70455267340296	9	104	1
SPAC4G9.03	160	195	35	100	663	300	1.6	775.50978862996	0.294117647058824	142.556946439331	0.662149784374607	1.01662892633823	5.44	4.39005307040365	6.74024978162249	59	201	1.58476165169041e-26
SPAC4G9.05	1	16	0	100	3049	300	0.01	4.84693617893725	0.00524762217120367	2.54348897550003	0.00308778638028139	0.444289421552728	1.905625	0.0941466067347794	13.5463844631427	0	101	1
SPAC4G9.07	0	6	2	100	2415	300	0	0	0.00248447204968944	1.20420774631981	0.0157393406208896	0.93492067967121	0	0.380105075994483	22.5783344140597	0	100	1
SPAC4G9.10	17	135	14	100	1396	300	0.17	82.3979150419333	0.0967048710601719	46.8722338221009	0.0734425800949114	0.213033952859093	1.75792592592593	1.02525841812496	2.97395398191293	10	107	1
SPAC4G9.12	25	89	34	100	1039	300	0.25	121.173404473431	0.0856592877767084	41.5185100986925	0.175727056575748	0.446062046588033	2.9185393258427	1.82580411782202	4.63458466404966	9	116	0.340547095998536
SPAC4G9.14	16	62	6	100	1238	300	0.16	77.550978862996	0.0500807754442649	24.273832237004	0.143195477077038	0.458977422468797	3.19483870967742	1.77276000621373	5.6821404901637	5	111	1
SPAC4G9.15	8	74	4	100	1135	300	0.08	38.775489431498	0.0651982378854626	31.6011698010006	0.0483093617962613	0.231939700284371	1.22702702702703	0.548311256387565	2.63251559822761	6	102	1
SPNCRNA.809	10	3	2	100	475	300	0.1	48.4693617893725	0.00631578947368421	3.06122284985511	0.851333767758116	15.2321581345902	15.8333333333333	4.04383539685105	72.3527511393033	0	110	0.0419686533155242
SPAC4G9.19	3	94	17	100	1145	300	0.03	14.5408085368118	0.0820960698689956	39.7914411196595	0.00808633905852046	0.104018271549053	0.365425531914894	0.0925885822200593	1.19100920923666	7	96	1
SPAC4G9.22	68	304	55	100	906	300	0.68	329.591660167733	0.335540838852097	162.634503134318	0.170424375348675	0.29313682522758	2.02657894736842	1.544044840659	2.65581963656188	42	126	0.23070651793607
SPNCRNA.811	1	4	20	100	919	300	0.01	4.84693617893725	0.0043525571273123	2.10965666112612	0.0106420142837121	2.34682041637603	2.2975	0.0978001112673143	21.5672796264957	0	101	1
SPAC13G7.03	13	56	10	100	970	300	0.13	63.0101703261843	0.0577319587628866	27.9823119608748	0.121003196102837	0.437208503425309	2.25178571428571	1.17373100219752	4.2409224832255	6	107	1
SPNCRNA.190	3	14	14	100	491	300	0.03	14.5408085368118	0.0285132382892057	13.820184624261	0.0490202656367911	0.791973133215248	1.05214285714286	0.240689504276645	3.88858808408687	2	101	1
SPAC13G7.05	4	99	22	100	2011	300	0.04	19.387744715749	0.0492292391844853	23.8610980464837	0.0126717581134945	0.113813570523656	0.812525252525253	0.254829055662375	2.28879090323072	4	100	1
SPAC13G7.06	20	96	17	100	1085	300	0.2	96.938723578745	0.0884792626728111	42.885333933454	0.124795668100805	0.344374363539316	2.26041666666667	1.35403299889374	3.73646184440158	9	111	1
SPAC13G7.07	9	27	1	100	1128	300	0.09	43.6224256104353	0.023936170212766	11.6017089389455	0.145804000321781	0.74031266066507	3.76	1.64466912362969	8.35072681230199	2	107	1
SPAC13G7.10	20	60	74	100	1343	300	0.2	96.938723578745	0.0446760982874162	21.6542197123034	0.194517960468386	0.566244074086968	4.47666666666667	2.61237620909042	7.60465791498798	5	115	0.00782183233529709
SPAC13G7.11	17	208	40	100	1069	300	0.17	82.3979150419333	0.194574368568756	94.3089546509774	0.0481847385711258	0.136727431155059	0.873701923076923	0.515094855325335	1.46161623904758	19	98	1
SPNCRNA.812	16	87	3	100	2508	300	0.16	77.550978862996	0.034688995215311	16.8135345920072	0.103874915341773	0.321048996458487	4.61241379310345	2.60518287677167	8.05190883117885	3	113	0.0291535461608771
SPNCRNA.813	1	20	5	100	1175	300	0.01	4.84693617893725	0.0170212765957447	8.25010413436128	0.00249697159993946	0.349045314408539	0.5875	0.0293394162992886	4.10128244430034	1	100	1
SPAC6C3.04	132	543	58	100	2262	300	1.32	639.795575619717	0.240053050397878	116.352181483772	0.200045428194455	0.295241866068992	5.49878453038674	4.52502758575856	6.67837101048059	44	188	2.63090505273492e-29
SPAC6C3.05	3	47	5	100	986	300	0.03	14.5408085368118	0.0476673427991886	23.1040568367191	0.0158725968620701	0.212736749288404	0.62936170212766	0.156503805060011	2.09758434798367	4	99	1
SPAC6C3.07	2	3	2	100	1534	300	0.02	9.6938723578745	0.00195567144719687	0.947901469153309	0.0782648165603505	4.86773260028688	10.2266666666667	1.20058228603578	74.6710180884007	0	102	1
SPAC6C3.08	0	8	2	100	993	300	0	0	0.0080563947633434	3.90488312502498	0.0116892782926356	0.673070909790981	0	0.116074533445871	6.68359413422444	0	100	1
SPAC6C3.09	2	135	6	100	1337	300	0.02	9.6938723578745	0.100972326103216	48.9406420461129	0.00253903773066691	0.0605618847516051	0.198074074074074	0.0339469344590165	0.80971239912896	9	93	1
SPAC17G8.02	8	104	18	100	1771	300	0.08	38.775489431498	0.0587238848108413	28.4630921857411	0.0347623534870821	0.163049426699712	1.36230769230769	0.615641280256223	2.8876053468519	5	103	1
SPAC17G8.15	4	7	12	100	259	300	0.04	19.387744715749	0.027027027027027	13.0998275106412	0.141097652543139	2.16319249445901	1.48	0.36544292008673	5.60266856064882	2	102	1
SPAC17G8.05	69	75	9	100	1167	300	0.69	334.43859634667	0.06426735218509	31.1499754430415	0.655140252074524	1.29168503334622	10.7364	7.6454867417097	15.0739643391504	10	159	2.86059696979463e-27
SPAC17G8.07	12	47	11	100	899	300	0.12	58.163234147247	0.0522803114571746	25.3399333047887	0.128493905092897	0.497079424670806	2.29531914893617	1.15516020678515	4.46874402779055	5	107	1
SPAC17G8.09	9	94	6	100	1057	300	0.09	43.6224256104353	0.0889309366130558	43.1042574096596	0.0451972903791	0.195723000960407	1.01202127659574	0.477735359307087	2.0687921201515	8	101	1
SPNCRNA.59	8	15	33	100	201	300	0.08	38.775489431498	0.0746268656716418	36.1711655144571	0.207577564103173	1.33529432459652	1.072	0.417230903847378	2.683941592439	7	101	1
SPAC17G8.12	24	268	39	100	3573	300	0.24	116.326468294494	0.0750069969213546	36.3554127051549	0.057589207043851	0.138119951412232	3.19970149253731	2.0576623676768	4.93502586395905	8	116	0.0507919925776843
SPNCRNA.818	0	2	8	100	919	300	0	0	0.00217627856365615	1.05482833056306	0.0514242900386907	4.05388820080272	0	0.472589225455568	37.255232565377	0	100	1
SPNCRNA.192	1	11	4	100	451	300	0.01	4.84693617893725	0.024390243902439	11.8217955583835	0.00438460787950623	0.673532041142035	0.41	0.0197745815365731	3.03762950555058	2	99	1
SPAC22H10.02	19	225	88	100	997	300	0.19	92.0917873998078	0.22567703109328	109.384216676116	0.0512916919525366	0.137411710179181	0.841911111111111	0.51137816876679	1.36999475048643	21	98	1
