Cdk9as_spt5_T1A_1min_3MBPP1_r1_pr_counts	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_counts	Cdk9as_spt5_T1A_1min_3MBPP1_r1term_counts	Cdk9as_spt5_T1A_1min_3MBPP1_r1pr_map	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_map	Cdk9as_spt5_T1A_1min_3MBPP1_r1term_map	Cdk9as_spt5_T1A_1min_3MBPP1_r1pr_density	Cdk9as_spt5_T1A_1min_3MBPP1_r1pr_densityRPKM	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_density	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_densityRPKM	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_low	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_high	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_scaled	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_low_scaled	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_high_scaled	Cdk9as_spt5_T1A_1min_3MBPP1_r1_ExpPR	Cdk9as_spt5_T1A_1min_3MBPP1_r1_ExpGB	Cdk9as_spt5_T1A_1min_3MBPP1_r1Fexact_Pval
SPAC664.04c	154	158	45	100	390	300	1.54	1468.11660659146	0.405128205128205	386.217821913838	0.77603963612955	1.2241517592698	3.80126582278481	3.02655458090524	4.77419186115222	73	181	7.85619141306266e-14
SPNCRNA.756	1	6	7	100	171	300	0.01	9.53322471812638	0.0350877192982456	33.4499112916715	0.00755953402951306	1.38050834161111	0.285	0.0129268031904673	2.36066926415499	3	98	1
SPAC664.07c	3	19	1	100	1596	300	0.03	28.5996741543791	0.0119047619047619	11.3490770453885	0.0372348404284344	0.561573026386184	2.52	0.594268053237814	8.9627055011235	1	102	1
SPAC664.08c	6	94	10	100	1562	300	0.06	57.1993483087583	0.060179257362356	57.37023838053	0.0252464367159973	0.150965858930644	0.997021276595745	0.394349341503878	2.35808671649666	6	100	1
SPNCRNA.757	0	9	2	100	528	300	0	0	0.0170454545454545	16.2498148604427	0.0103569347612096	0.590306163886248	0	0.0546846155391865	3.11681654531939	1	99	1
SPAC664.12c	1	64	0	100	2354	300	0.01	9.53322471812638	0.0271877655055225	25.9187078147871	0.000804249148526225	0.103792408019431	0.3678125	0.0189320249563073	2.4432732847774	2	99	1
SPNCRNA.758	1	6	4	100	1249	300	0.01	9.53322471812638	0.00480384307445957	4.57961155394382	0.00755953402951306	1.38050834161111	2.08166666666667	0.0944185800286181	17.2425491867227	0	101	1
SPACUNK12.02c	9	56	11	100	1675	300	0.09	85.7990224631374	0.0334328358208955	31.8722736844822	0.0742392799741713	0.336275973477931	2.69196428571429	1.24350793956737	5.63262255575535	3	106	1
SPAC105.01c	4	61	1	100	3151	300	0.04	38.1328988725055	0.0193589336718502	18.4553064997051	0.0203012769644196	0.187466910912225	2.06622950819672	0.639693237148863	5.9070823628442	1	103	1
SPAC105.02c	14	137	29	100	1418	300	0.14	133.465146053769	0.0966149506346968	92.1052035531251	0.0565342474645058	0.181369721526874	1.44905109489051	0.801655629046692	2.57182265125108	10	104	1
SPAC105.03c	2	134	1	100	2487	294	0.02	19.0664494362528	0.0538801769199839	51.3651834430613	0.0025577848125621	0.0610199548015803	0.371194029850746	0.0636121082884195	1.5175662759153	5	97	1
SPAC17A5.18c	3	50	2	100	2409	300	0.03	28.5996741543791	0.020755500207555	19.7866847615741	0.014953507709668	0.19943882178972	1.4454	0.360230000725902	4.80448121691436	2	101	1
SPAC17A5.02c	12	39	7	100	1680	300	0.12	114.398696617517	0.0232142857142857	22.1307002385077	0.152678856281521	0.608204082376364	5.16923076923077	2.56500478552955	10.2178285839229	2	110	0.21075690533897
SPAC17A5.04c	1	31	11	100	1552	217	0.01	9.53322471812638	0.0199742268041237	19.0418792694535	0.00163609062693161	0.219484423903823	0.500645161290323	0.0253921265299787	3.40639825898734	1	100	1
SPAC17A5.05c	6	6	1	100	319	300	0.06	57.1993483087583	0.0188087774294671	17.9308301908333	0.286781544887712	3.48697472981235	3.19	0.914833128191803	11.1234493881014	1	105	1
SPAC17A5.07c	1	118	13	100	2336	300	0.01	9.53322471812638	0.050513698630137	48.1558440384808	0.000439005478761073	0.0557176207546742	0.197966101694915	0.0102551679838587	1.30156362082919	4	97	1
SPAC17A5.09c	3	82	2	100	1180	300	0.03	28.5996741543791	0.0694915254237288	66.2478327869799	0.00924410871541094	0.119632172109518	0.431707317073171	0.109080482841849	1.41165963089232	6	97	1
SPNCRNA.760	2	20	0	100	1512	258	0.02	19.0664494362528	0.0132275132275132	12.6100856059873	0.0161614422706158	0.441429443740588	1.512	0.24436100713171	6.67441318935769	1	101	1
SPNCRNA.761	3	11	3	100	1834	300	0.03	28.5996741543791	0.00599781897491821	5.71785561065377	0.060516818949439	1.0484994078404	5.00181818181818	1.10987845953271	19.229479139793	0	103	1
SPAC17A5.15c	16	260	28	100	2065	300	0.16	152.531595490022	0.12590799031477	120.030916547838	0.0358380932707926	0.104060880358272	1.27076923076923	0.740056626041867	2.14885717939832	12	104	1
SPAC1610.02c	3	78	7	100	871	300	0.03	28.5996741543791	0.0895522388059701	85.3721616548631	0.0097073997032946	0.12593283491389	0.335	0.084551451415696	1.09687499209998	8	95	1
SPAC1610.03c	0	5	12	100	2361	300	0	0	0.00211774671749259	2.01889553539313	0.0190383591688732	1.16008855872718	0	0.449495659977096	27.3896908715488	0	100	1
SPAC1002.03c	1	149	17	100	2955	300	0.01	9.53322471812638	0.0504230118443316	48.0693902876761	0.000348220449827887	0.0440135688747322	0.198322147651007	0.0102899142924141	1.30060096024834	4	97	1
SPAC1002.04c	14	67	0	100	641	300	0.14	133.465146053769	0.104524180967239	99.6452505638795	0.112390437944243	0.381988594012088	1.33940298507463	0.720422707222597	2.44854688761749	10	104	1
SPAC1002.05c	3	32	32	100	2086	300	0.03	28.5996741543791	0.0153403643336529	14.6243140450644	0.0229150017431142	0.319025295705829	1.955625	0.478006936361362	6.65486766842359	1	102	1
SPAC1002.06c	2	4	5	100	311	300	0.02	19.0664494362528	0.0128617363344051	12.2613822741175	0.0638181358093923	3.14803144559117	1.555	0.19847440236721	9.79037779578852	1	101	1
SPAC1002.07c	9	93	2	100	1084	300	0.09	85.7990224631374	0.0857933579335793	81.7887360503462	0.045667338629735	0.197901363026781	1.04903225806452	0.495033950746327	2.1452507752103	8	101	1
SPAC1002.08c	7	59	10	100	1783	300	0.07	66.7325730268846	0.0330902972518228	31.5457239691226	0.0496274982626036	0.269507574431861	2.11542372881356	0.884858294022222	4.80532005212009	3	104	1
SPAC1002.09c	5	219	6	100	2132	300	0.05	47.6661235906319	0.102720450281426	97.9257135679961	0.00831495827707849	0.0573112284299918	0.48675799086758	0.177274910467313	1.22187539012743	9	96	1
SPAC1002.10c	4	20	33	100	1806	300	0.04	38.1328988725055	0.0110741971207087	10.5572809724545	0.0579647536940266	0.617796832978937	3.612	1.04684345171412	11.1574108035996	1	103	1
SPAC1002.12c	18	43	5	100	1692	300	0.18	171.598044926275	0.0254137115839243	24.2274623451202	0.23258576855966	0.746492022057669	7.08279069767442	3.93535120402944	12.6306450132158	2	116	7.15093972922581e-05
SPAC1002.13c	58	1476	293	100	1829	300	0.58	552.92703365133	0.806998359759431	769.329671074605	0.0299464067641081	0.0514482526932563	0.718712737127371	0.547719779715538	0.940988541759657	70	88	1
SPAC1002.15c	1	44	2	100	2754	300	0.01	9.53322471812638	0.0159767610748003	15.2310053593885	0.00116244621996113	0.152524184436484	0.625909090909091	0.0320137688977296	4.20051603938076	1	100	1
SPAC1002.16c	6	22	1	100	1906	300	0.06	57.1993483087583	0.0115424973767051	11.0037221300514	0.099238444329978	0.708298164460976	5.19818181818182	1.89148474892938	13.5001630146262	1	105	1
SPAC1002.17c	1	75	12	100	990	300	0.01	9.53322471812638	0.0757575757575758	72.2213993797453	0.000687699619117278	0.0882776649076593	0.132	0.00680822622926105	0.873948882585827	7	94	1
SPNCRNA.764	0	10	0	100	1128	300	0	0	0.00886524822695036	8.45144035294892	0.00929728784483565	0.525639636497703	0	0.104873406889746	5.92921509969409	0	100	1
SPAC1399.03	0	157	16	100	2115	300	0	0	0.0742316784869976	70.7667272220256	0.000579739905837217	0.0306815756944803	0	0.0122614990084571	0.648915325938258	6	94	1
SPAC1399.02	3	76	5	100	2102	300	0.03	28.5996741543791	0.0361560418648906	34.4683672015987	0.00995690754518226	0.12933865116668	0.829736842105263	0.209294196599731	2.71869844752361	3	100	1
SPAC1399.06	0	45	4	100	2211	300	0	0	0.0203527815468114	19.4027640124689	0.00202982372305869	0.108604324102592	0	0.0448794025168276	2.40124160590831	1	99	1
SPAP11E10.02c	1	91	6	100	2899	300	0.01	9.53322471812638	0.031390134529148	29.9249206398586	0.00056797661169591	0.0725111570356842	0.318571428571429	0.0164656419730644	2.10209844246449	3	98	1
SPAPB1A10.04c	2	18	3	100	1029	300	0.02	19.0664494362528	0.0174927113702624	16.6761948422036	0.017824798022405	0.495388811964686	1.14333333333333	0.183417171650547	5.09755087511662	1	101	1
SPNCRNA.765	0	36	10	100	968	300	0	0	0.0371900826446281	35.4541415136931	0.00254044356681343	0.136449384104687	0	0.024591493726754	1.32083003813337	3	97	1
SPAPB1A10.06c	14	166	29	100	3726	300	0.14	133.465146053769	0.0445517981749866	42.472230359876	0.0468843810267497	0.148929754204434	3.14240963855422	1.7469120370567	5.54912264165719	4	110	1
SPAPB1A10.07c	3	55	3	100	1599	300	0.03	28.5996741543791	0.034396497811132	32.7909543150063	0.0136374161305609	0.180618500809123	0.872181818181818	0.218062283927669	2.88808982793788	3	100	1
SPNCRNA.767	1	16	5	100	647	300	0.01	9.53322471812638	0.0247295208655332	23.5752079582723	0.00308778638028139	0.444289421552728	0.404375	0.0199779778804206	2.87455255744615	2	99	1
SPNCRNA.768	1	1	1	100	273	300	0.01	9.53322471812638	0.00366300366300366	3.4920237062734	0.027408528703162	36.4849938072245	2.73	0.0748252833596322	99.6040330937229	0	101	1
SPAPB1A10.10c	4	42	0	100	1049	300	0.04	38.1328988725055	0.0400381315538608	38.1692505396862	0.029046161269645	0.277026853875976	0.999047619047619	0.304694231718576	2.90601169715898	4	100	1
SPAPB1A10.11c	0	68	7	100	2087	300	0	0	0.0325826545280307	31.0617767528794	0.00134100853295958	0.071378156983176	0	0.0279868480828665	1.48966213623888	3	97	1
SPAPB1A10.12c	4	142	14	100	1812	300	0.04	38.1328988725055	0.0783664459161148	74.7084939279219	0.00889090831746831	0.0787773267147759	0.510422535211268	0.161103258712526	1.42744516007174	7	97	1
SPNCRNA.769	0	2	1	100	1674	300	0	0	0.001194743130227	1.13897547408917	0.0514242900386907	4.05388820080272	0	0.860842615247683	67.8620884814376	0	100	1
SPNCRNA.770	0	7	1	100	1437	300	0	0	0.00487125956854558	4.64388121272684	0.0134151780994594	0.782741335671289	0	0.192776109289232	11.2479929935964	0	100	1
SPNCRNA.771	0	111	0	100	1964	300	0	0	0.0565173116089613	53.8792232032601	0.000820474905439703	0.0435007391588778	0	0.0161141271428358	0.85435451708036	5	95	1
SPNCRNA.772	2	87	8	100	1745	300	0.02	19.0664494362528	0.0498567335243553	47.5295444399424	0.00391713594548977	0.0946738947225559	0.401149425287356	0.0683540222487964	1.6520594629086	4	98	1
SPNCRNA.557	2	76	10	100	1387	300	0.02	19.0664494362528	0.0547945205479452	52.2368477705555	0.00447357636740423	0.108703657278664	0.365	0.0620485042158967	1.50771972645507	5	97	1
SPAC110.05	0	19	22	100	1707	300	0	0	0.0111306385471588	10.6110878526304	0.00484054272324269	0.264551414760663	0	0.0826280642857527	4.51589264996452	1	99	1
SPNCRNA.773	0	7	2	100	1858	300	0	0	0.00376749192680301	3.59163471619401	0.0134151780994594	0.782741335671289	0	0.249254009087956	14.5433340167725	0	100	1
SPAC110.04c	17	857	73	100	2755	300	0.17	162.064820208148	0.311070780399274	296.550765278922	0.0118776299188361	0.0326575327628305	0.546499416569428	0.327228704263934	0.899715027615979	27	90	1
SPAP14E8.05c	3	7	3	100	363	300	0.03	28.5996741543791	0.0192837465564738	18.3836289330261	0.0880775067426534	1.82748877281164	1.55571428571429	0.319721349475832	6.63378424530626	1	102	1
SPAC3H1.01c	8	55	12	100	2370	300	0.08	76.265797745011	0.0232067510548523	22.1235172783524	0.0641440756022821	0.316566576273469	3.44727272727273	1.52021459177409	7.50262785768121	2	106	1
SPAC3H1.02c	0	165	13	100	3245	300	0	0	0.0508474576271186	48.4740239904731	0.000551593368263645	0.0291857944544672	0	0.0178992048001553	0.947079030047462	4	96	1
SPAC3H1.04c	0	70	12	100	1985	300	0	0	0.035264483627204	33.6184246986824	0.00130257172772573	0.069312198904719	0	0.0258560487953558	1.37584714825867	3	97	1
SPAC3H1.06c	0	181	27	100	3713	300	0	0	0.0487476434150283	46.4722239154558	0.000502773754715083	0.0265928910257455	0	0.018667989512571	0.98739404378593	4	96	1
SPAC3H1.08c	0	28	8	100	836	300	0	0	0.0334928229665072	31.9294607784137	0.00327211992868732	0.176722244865318	0	0.027354922603826	1.47739796707406	3	97	1
SPAC3H1.09c	12	222	6	100	2366	300	0.12	114.398696617517	0.0938292476754015	89.449530322234	0.0288126744641355	0.0990288542195355	1.27891891891892	0.681707877821447	2.34302269083421	9	103	1
SPNCRNA.777	0	7	0	100	2354	300	0	0	0.00297366185216653	2.83485866724234	0.0134151780994594	0.782741335671289	0	0.315793292461275	18.4257310417021	0	100	1
SPNCRNA.780	1	0	0	100	226	300	0.01	9.53322471812638	0	0	0.0577765545925511	8.27870929775896	NA	0.130575013379166	18.7098830129353	0	101	1
SPNCRNA.782	0	0	0	100	81	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.783	0	6	2	100	1216	300	0	0	0.00493421052631579	4.7038937753913	0.0157393406208896	0.93492067967121	0	0.191390381950017	11.3686354648019	0	100	1
SPAC3H1.12c	1	168	9	100	4087	300	0.01	9.53322471812638	0.0411059456814289	39.1872217432158	0.000309049489364474	0.0389932453250671	0.24327380952381	0.0126308526303261	1.59365393643549	3	98	1
SPNCRNA.530	3	5	15	100	91	300	0.03	28.5996741543791	0.0549450549450549	52.380355594101	0.114091922497598	2.86178388725642	0.546	0.103823649472814	2.60422333740334	5	98	1
SPAC9G1.14	0	4	14	100	459	300	0	0	0.00871459694989107	8.30782110512103	0.0240893601812892	1.52670069174082	0	0.110570163232118	7.00755617509036	0	100	1
SPAC9G1.03c	22	153	76	100	404	300	0.22	209.73094379878	0.378712871287129	361.035490562707	0.0895255079356837	0.228880518786399	0.580915032679739	0.361683052060162	0.924677295897051	33	89	1
SPAC9G1.06c	3	225	0	100	5216	300	0.03	28.5996741543791	0.0431365030674847	41.1229977296479	0.0034159528337813	0.0428916352129059	0.695466666666667	0.178176099810033	2.23722769270517	4	99	1
SPAC9G1.08c	7	62	0	100	2118	300	0.07	66.7325730268846	0.0292728989612842	27.9065123948931	0.0473293748815889	0.255855683327673	2.39129032258065	1.00243615999205	5.41902337288011	3	104	1
SPAC9G1.10c	3	164	17	100	3647	300	0.03	28.5996741543791	0.0449684672333425	42.8694503365157	0.00467261223572347	0.0590514190035083	0.667134146341463	0.170410168236835	2.15360525105795	4	99	1
SPAC9G1.11c	13	111	7	100	1369	300	0.13	123.931921335643	0.0810810810810811	77.2964166334571	0.0629832844577289	0.213417488217894	1.60333333333333	0.862241164226308	2.92168541370297	8	105	1
SPAC9G1.13c	7	51	2	100	1390	300	0.07	66.7325730268846	0.0366906474820144	34.9780187499601	0.0570098273811183	0.31419493226721	1.9078431372549	0.792436600597544	4.36730955851422	3	104	1
SPAC767.01c	11	175	12	100	2441	300	0.11	104.86547189939	0.071691929537075	68.3455274753018	0.0324093611687782	0.11867214561745	1.53434285714286	0.791112506129875	2.89678707452195	7	104	1
SPNCRNA.786	0	5	0	100	486	300	0	0	0.0102880658436214	9.80784436021232	0.0190383591688732	1.16008855872718	0	0.0925264255607238	5.63803039541411	1	99	1
SPAC17H9.03c	11	29	0	100	851	300	0.11	104.86547189939	0.0340775558166862	32.4868997444965	0.178433750308884	0.790126236215744	3.22793103448276	1.5184712151286	6.72397427019598	3	108	1
SPAC17H9.04c	16	387	47	100	2160	300	0.16	152.531595490022	0.179166666666667	170.803609533098	0.0242033046949162	0.069535200857809	0.893023255813954	0.522791381410189	1.50196033852867	17	99	1
SPNCRNA.787	0	2	1	100	590	300	0	0	0.00338983050847458	3.23160159936487	0.0514242900386907	4.05388820080272	0	0.303403311228275	23.9179403847361	0	100	1
SPAC17H9.06c	0	42	2	100	2647	300	0	0	0.0158670192670948	15.1263860280056	0.00217558502762114	0.116531237016716	0	0.0575877356811316	3.08458184383248	1	99	1
SPAC17H9.09c	1	63	5	100	939	300	0.01	9.53322471812638	0.0670926517571885	63.9609326136274	0.000816834141197491	0.105477585460253	0.149047619047619	0.00767007258584444	0.990434527471774	6	95	1
SPAC17H9.10c	0	220	13	100	3792	300	0	0	0.0580168776371308	55.3087931958809	0.000413555510448418	0.0218592501009581	0	0.015682024956204	0.828902763828333	5	95	1
SPAC17H9.12c	11	66	3	100	835	300	0.11	104.86547189939	0.0790419161676647	75.3524348977654	0.0832660511997761	0.325341505039856	1.39166666666667	0.69527152751813	2.7166015670828	8	103	1
SPAC17H9.13c	15	41	16	100	1477	300	0.15	142.998370771896	0.027758970886933	26.463250740906	0.19380817374381	0.681731616772607	5.40365853658537	2.86254672619607	10.0691759797314	3	112	0.0194789074545516
SPAC17H9.14c	5	123	10	100	1041	300	0.05	47.6661235906319	0.118155619596542	112.640407332329	0.0146815767135412	0.102989605479425	0.423170731707317	0.152835213587964	1.07212179304082	11	94	1
SPAC17H9.17c	2	9	1	100	1113	300	0.02	19.0664494362528	0.00808625336927224	7.70880704969788	0.0332058119471448	1.09402338033518	2.47333333333333	0.369580686971721	12.1764802231306	0	102	1
SPAC17H9.18c	0	0	2	100	117	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC17H9.19c	7	84	0	100	1736	300	0.07	66.7325730268846	0.0483870967741935	46.1285067006115	0.0353322397309361	0.186526058172433	1.44666666666667	0.61336768172905	3.23809236987344	4	103	1
SPAC607.02c	3	59	0	100	843	300	0.03	28.5996741543791	0.069988137603796	66.7212643380138	0.0127403771074271	0.167938348090167	0.42864406779661	0.10740137901561	1.41572027440011	6	97	1
SPAC607.03c	54	66	24	100	464	300	0.54	514.794134778824	0.142241379310345	135.601903318177	0.562388667008887	1.18957534743263	3.79636363636364	2.60948341492124	5.51962961208741	19	135	5.97449421467308e-06
SPNCRNA.789	1	11	7	100	805	300	0.01	9.53322471812638	0.0136645962732919	13.0267666955764	0.00438460787950623	0.673532041142035	0.731818181818182	0.0352960934300252	5.42193293119338	1	100	1
SPAC607.06c	7	29	7	100	1834	300	0.07	66.7325730268846	0.0158124318429662	15.0743466099054	0.096502847735673	0.576435985986173	4.42689655172414	1.76986222747224	10.5718359829864	1	106	1
SPAC607.07c	1	123	14	100	695	300	0.01	9.53322471812638	0.176978417266187	168.71750220569	0.000421290135410667	0.0534261867289411	0.0565040650406504	0.00292796644110414	0.37131199776614	15	86	1
SPAC607.08c	2	33	1	100	1539	300	0.02	19.0664494362528	0.0214424951267057	20.4416124560215	0.0100598497413364	0.258222095273969	0.932727272727273	0.154821087519167	3.97403804626639	2	100	1
SPAC607.09c	0	30	2	100	1086	300	0	0	0.0276243093922652	26.3348749119513	0.00305234191746883	0.164578840345685	0	0.0331484332237115	1.78732620615414	2	98	1
SPNCRNA.790	2	1	1	100	796	300	0.02	19.0664494362528	0.00125628140703518	1.19764129624703	0.143294171183347	55.6482554667983	15.92	1.14062160261944	442.960113515714	0	102	1
SPAC732.02c	3	73	4	100	1623	300	0.03	28.5996741543791	0.0449784349969193	42.8789528295272	0.0103561834799021	0.134807201761393	0.666986301369863	0.168080857878811	2.18792088458741	4	99	1
SPAC3C7.01c	0	65	11	100	2021	300	0	0	0.0321622958931222	30.6610394200007	0.00140311402199916	0.074718813971507	0	0.0283569343846031	1.51006723036416	3	97	1
SPAC3C7.02c	5	22	7	100	951	300	0.05	47.6661235906319	0.0231335436382755	22.0537270030263	0.0755704612119276	0.63255218317964	2.16136363636364	0.718675086125432	6.01557126203837	2	103	1
SPAC3C7.03c	7	40	7	100	1275	300	0.07	66.7325730268846	0.0313725490196078	29.9081559784357	0.0716723717868451	0.406852875278181	2.23125	0.913822740282275	5.18737415979681	3	104	1
SPAC3C7.05c	2	10	1	100	1688	300	0.02	19.0664494362528	0.00592417061611374	5.64764497519335	0.0303002114505232	0.965353981350509	3.376	0.511467569284831	16.2951752051966	0	102	1
SPAC3C7.06c	4	141	5	100	2827	300	0.04	38.1328988725055	0.0498761938450654	47.5480964009841	0.00895303106538308	0.0793454129489293	0.801985815602837	0.25310218821838	2.24309482406623	4	100	1
SPAC3C7.07c	13	23	19	100	1699	300	0.13	123.931921335643	0.0135373749264273	12.9054837267161	0.271276834203646	1.16385298805556	9.60304347826087	4.60899341311995	19.7738622670639	1	112	0.000425282215018145
SPAC3C7.08c	47	424	24	100	3247	300	0.47	448.06156175194	0.130582075762242	124.486827240086	0.0810190080645406	0.151218327894496	3.59926886792453	2.63068719185563	4.91005910673429	16	131	8.58589998702419e-07
SPAC3C7.11c	0	392	38	100	2231	300	0	0	0.175705961452264	167.504441483888	0.000231994521978835	0.0122457694991352	0	0.00517579778534782	0.273203117525707	14	86	1
SPAC3C7.13c	10	41	0	100	3757	300	0.1	95.3322471812638	0.0109129624700559	10.4035723567522	0.114692778970515	0.504810658944409	9.16341463414634	4.30900770592224	18.9657364565414	1	109	0.00662790925785576
SPNCRNA.792	36	45	9	100	390	300	0.36	343.19608985255	0.115384615384615	109.998746747612	0.504778201069377	1.26628844971147	3.12	1.96863498417057	4.93852495387474	14	122	0.0494053486147894
SPAC3C7.14c	1	297	133	100	962	300	0.01	9.53322471812638	0.308731808731809	294.320971027394	0.000175223861595797	0.0219749274057467	0.0323905723905724	0.00168565354855157	0.211398801643284	23	78	1
SPNCRNA.794	0	7	108	100	638	300	0	0	0.0109717868338558	10.4596509446528	0.0134151780994594	0.782741335671289	0	0.0855888362745512	4.99388972158282	1	99	1
SPAC25A8.03c	11	33	2	100	1703	300	0.11	104.86547189939	0.0193775689958896	18.4730719728814	0.158787272077412	0.684906045016448	5.67666666666667	2.70414724347832	11.6639499466301	2	109	0.212106592800763
SPAC25A8.01c	4	418	39	100	3404	300	0.04	38.1328988725055	0.122796709753231	117.06486287241	0.00304998395640751	0.0264678830128844	0.325741626794258	0.103821453876112	0.900966737758585	11	93	1
