Mcs6as_Cdk9as_3MBPP1r1_pr_counts	Mcs6as_Cdk9as_3MBPP1r1gb_counts	Mcs6as_Cdk9as_3MBPP1r1term_counts	Mcs6as_Cdk9as_3MBPP1r1pr_map	Mcs6as_Cdk9as_3MBPP1r1gb_map	Mcs6as_Cdk9as_3MBPP1r1term_map	Mcs6as_Cdk9as_3MBPP1r1pr_density	Mcs6as_Cdk9as_3MBPP1r1pr_densityRPKM	Mcs6as_Cdk9as_3MBPP1r1gb_density	Mcs6as_Cdk9as_3MBPP1r1gb_densityRPKM	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_low	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_high	Mcs6as_Cdk9as_3MBPP1r1pause_index_scaled	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_low_scaled	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_high_scaled	Mcs6as_Cdk9as_3MBPP1r1_ExpPR	Mcs6as_Cdk9as_3MBPP1r1_ExpGB	Mcs6as_Cdk9as_3MBPP1r1Fexact_Pval
SPAC926.02	4	112	90	100	2758	300	0.04	8.81685518205153	0.0406091370558376	8.95112201223505	0.0112282082040834	0.100324974566415	0.985	0.309673982268619	2.76696279854174	4	100	1
SPAC926.03	35	213	7	100	864	300	0.35	77.1474828429509	0.246527777777778	54.3399928754912	0.112995765809769	0.237905070010928	1.41971830985916	0.976283416596402	2.05549980489442	26	109	1
SPNCRNA.947	2	50	2	100	804	300	0.02	4.40842759102576	0.0621890547263682	13.7077972357766	0.0067349107163125	0.16728697501223	0.3216	0.0541486821591525	1.34498727909833	5	97	1
SPAC323.04	3	370	38	100	1926	300	0.03	6.61264138653865	0.192107995846314	42.3447094672776	0.0020838059576378	0.0259866874113576	0.156162162162162	0.040134102744104	0.500503599542748	16	87	1
SPNCRNA.948	25	13	12	100	607	300	0.25	55.105344887822	0.0214168039538715	4.72072147309184	0.944869386832959	3.96453611641887	11.6730769230769	5.73535717807606	24.0647342266626	2	123	2.60128040459974e-08
SPAC323.08	7	63	30	100	505	300	0.07	15.4294965685902	0.124752475247525	27.4981126964973	0.0466099284301959	0.251606780051835	0.561111111111111	0.235380138572489	1.27061423926177	11	96	1
SPAC2F3.01	49	197	40	100	851	300	0.49	108.006475980131	0.231492361927145	51.0258657715673	0.179605424832271	0.343612207487245	2.11670050761421	1.52844216532262	2.92413988571645	28	121	0.705438272565699
SPAC2F3.02	84	670	5	100	2588	300	0.84	185.153958823082	0.258887171561051	57.0642675036179	0.0992471254438516	0.158185333506358	3.24465671641791	2.56851560648688	4.09383643114455	37	147	9.29241966833107e-10
SPAC2F3.08	18	425	13	100	2631	300	0.18	39.6758483192319	0.16153553781832	35.6058860924734	0.0256122742853791	0.0691318941117282	1.11430588235294	0.673858936448324	1.81886013407957	16	102	1
SPAC2F3.09	41	2400	166	100	2226	300	0.41	90.3727656160282	1.07816711590296	237.651083074165	0.0123826201022639	0.0234790081161786	0.380275	0.275637123476395	0.522642720666135	73	68	1
SPAC2F3.10	46	609	134	100	3093	300	0.46	101.393834593593	0.196896217264791	43.4001358379355	0.0552982460518637	0.102854941458896	2.33625615763547	1.71037475038414	3.18130333932364	24	122	0.0571539814408971
SPAC2F3.11	83	717	42	100	1233	300	0.83	182.949745027569	0.581508515815085	128.176909276783	0.0915987338901565	0.146113551899388	1.42732217573222	1.12941238886563	1.80158009491945	67	116	1
SPNCRNA.239	4	9	2	100	575	300	0.04	8.81685518205153	0.0156521739130435	3.45007376688973	0.115554998947778	1.57169221691214	2.55555555555556	0.664441243949721	9.03723024724479	1	103	1
SPNCRNA.240	4	3	50	100	198	300	0.04	8.81685518205153	0.0151515151515152	3.33971787198922	0.253716790119337	7.46861872267986	2.64	0.502359244436287	14.7878650709061	1	103	1
SPAC2F3.15	2	475	30	100	2880	300	0.02	4.40842759102576	0.164930555555556	36.3542205857159	0.000727101631457689	0.0170475211086168	0.121263157894737	0.0209405269859814	0.490968607928163	14	88	1
SPAC2F3.16	45	1113	76	100	2129	300	0.45	99.1896207980797	0.522780648191639	115.232031677118	0.0296501189736936	0.0549527879717666	0.86078167115903	0.631251032949937	1.16994485591891	49	96	1
SPAC11G7.01	144	3108	198	100	2966	300	1.44	317.406786553855	1.04787592717465	230.974257466421	0.0390577315970446	0.0549302138209782	1.37420849420849	1.15845231916834	1.62923014193021	124	120	1
SPAC11G7.02	166	1600	14	100	2923	300	1.66	365.899490055138	0.547382825863839	120.65487761959	0.0881279560881579	0.122087678991127	3.0326125	2.57598015645686	3.56862285691063	94	172	2.14714019748792e-14
SPAC11G7.03	23	552	76	100	1164	300	0.23	50.6969172967963	0.474226804123711	104.529726385147	0.0267986338563569	0.0642043452726444	0.485	0.311936098087994	0.747338578973581	39	84	1
SPAC11G7.04	64	752	926	93	363	300	0.688172043010753	151.687831089059	2.07162534435262	456.630516315616	0.0653634682219188	0.110605569381437	0.332189430336307	0.255128375962973	0.431718512746898	105	52	1
SPAPB18E9.01	18	274	10	100	1741	300	0.18	39.6758483192319	0.157380815623205	34.6900964945738	0.0395024268565864	0.107858689785027	1.14372262773723	0.687737251573169	1.87781978915731	16	102	1
SPNCRNA.953	11	143	4	100	1630	300	0.11	24.2463517506417	0.0877300613496932	19.3375811508185	0.0394889887878075	0.145897162803758	1.25384615384615	0.643670517241262	2.37812375370126	8	103	1
SPNCRNA.954	1	67	26	100	1806	300	0.01	2.20421379551288	0.0370985603543743	8.17731585267791	0.000768718145976326	0.0990451196584708	0.26955223880597	0.0138830497163325	1.78875486103198	3	98	1
SPAPB15E9.06	10	61	1	100	1547	300	0.1	22.0421379551288	0.0394311570782159	8.69147004048389	0.0789961829816746	0.330479431030538	2.53606557377049	1.22207095072651	5.11251679804243	4	106	1
SPAC27E2.01	3	184	7	100	2071	300	0.03	6.61264138653865	0.0888459681313375	19.5835508630792	0.00416968041209063	0.0525590549375331	0.337663043478261	0.0863540813343969	1.08849802775631	8	95	1
SPAC27E2.02	21	272	28	100	1315	300	0.21	46.2884897057705	0.206844106463878	45.5928632988216	0.0481998451111167	0.122426029549768	1.01525735294118	0.633827963211185	1.60990228857945	20	101	1
SPAC27E2.12	2	0	4	100	168	300	0.02	4.40842759102576	0	0	0.246676758328458	19.4460633145857	NA	0.414416953991809	32.669386368504	0	102	1
SPAC27E2.05	46	365	43	100	1461	300	0.46	101.393834593593	0.249828884325804	55.067627334853	0.0915868339676619	0.172900308277937	1.8412602739726	1.33808364426754	2.52607350394066	29	117	1
SPAC27E2.07	68	599	0	100	1876	0	0.68	149.886538094876	0.319296375266525	70.3797475219732	0.0876029666983486	0.146864788607315	2.12968280467446	1.64343165526102	2.75518343427323	40	128	0.0345611672538388
SPAC27E2.09	20	429	8	100	7146	300	0.2	44.0842759102576	0.0600335852225021	13.2326856741537	0.0289493082592263	0.0742516090393181	3.33146853146853	2.06871756820431	5.30601998194967	6	114	0.115087403286765
SPAC19G12.03	4	298	7	100	1954	300	0.04	8.81685518205153	0.152507676560901	33.6159524597154	0.00426948271132939	0.037211278471059	0.262281879194631	0.0834256921793763	0.727108381324492	13	91	1
SPAC19G12.04	2	84	101	100	1286	300	0.02	4.40842759102576	0.0653188180404355	14.3976639831324	0.00405468224733989	0.0981280301027346	0.306190476190476	0.0521432137007909	1.26192646712117	6	96	1
SPAC19G12.05	16	423	39	100	1090	300	0.16	35.2674207282061	0.388073394495413	85.5396729818302	0.0221637182270604	0.063557199789055	0.412293144208038	0.241584528674958	0.692773477700699	32	84	1
SPAC19G12.08	204	2890	150	100	1835	254	2.04	449.659614284628	1.57493188010899	347.148657712928	0.061081455256593	0.0815478587982457	1.29529411764706	1.12084470395848	1.49640320894781	185	119	1
SPAC19G12.09	17	157	16	100	950	300	0.17	37.471634523719	0.165263157894737	36.4275332521603	0.0634225275254624	0.182368940874982	1.02866242038217	0.602514011491893	1.73250493831233	16	101	1
SPAC19G12.11	2	105	20	100	1104	300	0.02	4.40842759102576	0.0951086956521739	20.9639899029758	0.0032546875071055	0.078164564689363	0.210285714285714	0.0359317500784447	0.862936794170568	8	94	1
SPAC19G12.12	8	108	17	100	1125	300	0.08	17.6337103641031	0.096	21.1604524369237	0.0335095374936295	0.156836104835587	0.833333333333333	0.376982296803332	1.76440617940035	9	99	1
SPAC19G12.14	386	1558	7	100	2701	300	3.86	850.826525067973	0.576823398741207	127.144209308	0.221270600767349	0.277375577650787	6.69182284980745	5.97651892672611	7.49191435234776	177	309	8.24812920067772e-71
SPAC23A1.03	13	350	61	100	741	300	0.13	28.6547793416675	0.472334682860999	104.112662406142	0.0204337688580812	0.0660954241970675	0.275228571428571	0.151414227238382	0.48976709330027	36	77	1
SPAC23A1.05	31	620	134	100	852	300	0.31	68.3306276608993	0.727699530516432	160.400534415257	0.0342407835351236	0.0725973821850247	0.426	0.291731475719253	0.61852969621641	55	76	1
SPAC23A1.07	25	211	31	100	801	300	0.25	55.105344887822	0.263420724094881	58.063559407393	0.0764712835151985	0.182194999613494	0.949052132701422	0.61253498095674	1.45938194690408	26	99	1
SPAC23A1.09	26	315	389	100	955	60	0.26	57.3095586833349	0.329842931937173	72.7044340928333	0.0541334597239418	0.12493801358551	0.788253968253968	0.516974540363645	1.19315802974162	31	95	1
SPAC23A1.10	390	11	413	42	242	300	9.28571428571429	2046.76995297625	0.0454545454545455	10.0191536159676	18.995054007368	68.0183914813236	204.285714285714	109.447692137692	391.915493773341	18	414	7.43581697521393e-120
SPAC23A1.11	162	833	283	100	598	300	1.62	357.082634873087	1.39297658862876	307.041821348199	0.163746161776321	0.230878683932659	1.16297719087635	0.979202047422399	1.3806545299173	152	110	1
SPAC23A1.17	16	2700	7	100	5120	300	0.16	35.2674207282061	0.52734375	116.23783687275	0.00350149505366382	0.00987170529804165	0.303407407407407	0.179276546747588	0.505431311259733	40	76	1
SPAC26H5.03	8	182	23	100	2089	300	0.08	17.6337103641031	0.0871230253709909	19.2037774429557	0.0201055334905516	0.0919739420011359	0.918241758241758	0.420004594617622	1.92133564840373	8	100	1
SPAC26H5.04	8	251	8	100	2565	300	0.08	17.6337103641031	0.0978557504873294	21.5694995194438	0.0146439584576549	0.0663723624637782	0.817529880478088	0.375617534438849	1.70245109719591	9	99	1
SPAC26H5.05	65	1964	9	100	3523	300	0.65	143.273896708337	0.557479420948056	122.880383036824	0.0256371061724268	0.0426438997867243	1.16596232179226	0.903195250454595	1.5023445894863	59	106	1
SPAC26H5.06	13	373	2	100	2927	300	0.13	28.6547793416675	0.127434233003075	28.0892294405981	0.0191865130556983	0.0619769999908793	1.02013404825737	0.561589237140289	1.81406678973304	12	101	1
SPNCRNA.962	2	61	17	100	754	300	0.02	4.40842759102576	0.0809018567639257	17.8324988761652	0.00554834001928696	0.136229324244619	0.247213114754098	0.0418344837454237	1.02716910480443	7	95	1
SPNCRNA.306	2	66	14	100	855	300	0.02	4.40842759102576	0.0771929824561404	17.0149836846608	0.00513695955622772	0.125626360932355	0.259090909090909	0.043921004205747	1.07410538597164	7	95	1
SPNCRNA.963	6	20	10	100	541	300	0.06	13.2252827730773	0.0369685767097967	8.14866467842101	0.108046804638578	0.788397697192215	1.623	0.584533213094709	4.26523154180988	3	103	1
SPAC26H5.11	42	861	7	100	4266	300	0.42	92.576979411541	0.20182841068917	44.4872967167508	0.0353229216577967	0.0671226167148891	2.0809756097561	1.50687583792161	2.86345082905717	23	119	0.943475036926592
SPAC26H5.12	41	998	2	100	3655	300	0.41	90.3727656160282	0.273050615595075	60.186193376795	0.0296635330656285	0.056682884734951	1.50155310621242	1.08420213354872	2.07175943706246	30	111	1
SPNCRNA.242	318	350	708	100	89	300	3.18	700.939986973096	3.93258426966292	866.825649920796	0.778341937808007	1.06056692747263	0.808628571428571	0.692724324649126	0.943904565450643	333	85	1
SPAC25B8.01	133	539	73	100	661	300	1.33	293.160434803213	0.815431164901664	179.738462296739	0.203150464247426	0.299550352688267	1.63103896103896	1.34282456867549	1.98002783126944	104	129	1
SPAC25B8.02	18	65	222	100	1016	300	0.18	39.6758483192319	0.0639763779527559	14.1017614870411	0.158606462706737	0.478276884156934	2.81353846153846	1.61144166110045	4.85929314303445	7	111	1
SPAC25B8.03	128	599	5	100	2581	300	1.28	282.139365825649	0.232080588919024	51.1555235766066	0.175724829038208	0.259700869022816	5.51532554257095	4.53545783747616	6.70287942947888	42	186	4.04935037024182e-29
SPAC25B8.05	3	106	12	100	1747	300	0.03	6.61264138653865	0.0606754436176302	13.3741649870845	0.00718630201436227	0.0920086581483373	0.494433962264151	0.125544696190909	1.60739125785145	5	98	1
SPAC25B8.20	3	50	5	100	838	300	0.03	6.61264138653865	0.0596658711217184	13.1516336247785	0.014953507709668	0.19943882178972	0.5028	0.125310394607018	1.67129732659786	5	98	1
SPAC25B8.08	2	293	28	100	1763	300	0.02	4.40842759102576	0.166193987521271	36.632708002568	0.00117654430061181	0.0277024603365534	0.120341296928328	0.0207424760197862	0.488394375733436	14	88	1
SPNCRNA.966	10	28	42	100	241	300	0.1	22.0421379551288	0.116182572614108	25.6091229354194	0.16246155683962	0.766454613316358	0.860714285714286	0.391532351983485	1.84715561809242	11	99	1
SPAC25B8.09	13	103	26	100	835	300	0.13	28.6547793416675	0.123353293413174	27.1897031063266	0.0677036988356784	0.230605424194975	1.05388349514563	0.565325885277915	1.92555529202804	12	101	1
SPAC25B8.10	21	203	153	100	1212	300	0.21	46.2884897057705	0.167491749174917	36.9187624165937	0.0642104047249572	0.165018326589952	1.25379310344828	0.778230105266481	2.00002211827022	17	104	1
SPAC25B8.11	68	791	1	100	2521	300	0.68	149.886538094876	0.313764379214597	69.1603773205351	0.066557400761288	0.110847959252856	2.16723135271808	1.67791207319207	2.7944770527645	40	128	0.0178480973515953
SPAC25B8.14	24	264	34	100	1950	300	0.24	52.9011310923092	0.135384615384615	29.8416636930975	0.0584454507295364	0.140252818318674	1.77272727272727	1.13968628922596	2.73492995721414	14	110	1
SPAC25B8.16	6	177	7	100	2343	300	0.06	13.2252827730773	0.0755441741357234	16.6515510800589	0.0135793089388488	0.0790676180059064	0.794237288135593	0.318163208437228	1.85255428987839	7	99	1
SPAC25B8.17	60	293	84	100	1021	300	0.6	132.252827730773	0.286973555337904	63.2551069623188	0.153559614452381	0.272564691800749	2.09078498293515	1.56784366355881	2.78288550328564	35	125	0.218003898162371
SPAC25B8.18	17	133	17	100	583	300	0.17	37.471634523719	0.228130360205832	50.2848087141018	0.0745128508462591	0.216340352016298	0.745187969924812	0.43440992043369	1.26126425225502	21	96	1
SPAC683.03	0	2	2	100	385	300	0	0	0.00519480519480519	1.14504612753916	0.0514242900386907	4.05388820080272	0	0.197983516648959	15.6074695730905	0	100	1
SPNCRNA.969	3	50	3	100	2207	300	0.03	6.61264138653865	0.0226551880380607	4.99368780134319	0.014953507709668	0.19943882178972	1.3242	0.330023915152372	4.40161479689913	2	101	1
SPAC694.02	172	1801	35	100	5242	300	1.72	379.124772828216	0.34357115604731	75.730428189979	0.081409972774483	0.111987654178014	5.00624097723487	4.2675107728384	5.87039283201152	69	203	1.77038412441951e-33
SPAC694.03	17	43	5	100	1854	300	0.17	37.471634523719	0.02319309600863	5.1122542182877	0.216804603552939	0.713504988773366	7.32976744186046	4.01955734987149	13.2283824918582	2	115	9.66773273087944e-05
SPNCRNA.972	19	246	3	100	3251	300	0.19	41.8800621147448	0.0756690249154106	16.6790708611556	0.0469920811255133	0.125463725450373	2.51093495934959	1.52771255739044	4.07882571439162	8	111	1
SPAC1F7.03	14	1022	8	100	2794	300	0.14	30.8589931371803	0.365783822476736	80.6265747678656	0.00776591389717278	0.0237028213158175	0.382739726027397	0.216979634287008	0.662256827563941	30	84	1
SPAC1F7.04	0	2269	63	100	1846	300	0	0	1.22914409534128	270.929637162445	4.00613491994962e-05	0.00211157800283158	0	0.000739532506222701	0.0389797299322709	55	45	1
SPAC1F7.05	5	352	16	100	2820	300	0.05	11.0210689775644	0.124822695035461	27.513590639026	0.00519434402223817	0.0354968180627327	0.400568181818182	0.146480501427116	1.00101026936906	11	94	1
SPAC1F7.06	0	16	13	100	1703	300	0	0	0.00939518496770405	2.07089963172085	0.00576104614150375	0.317064970660191	0	0.0981106157898088	5.39961645034305	0	100	1
SPNCRNA.243	1	26	5	100	964	300	0.01	2.20421379551288	0.0269709543568465	5.94497496715093	0.00194013628088687	0.264049615251165	0.370769230769231	0.0187029137477494	2.54543829102123	2	99	1
SPAC1F7.08	41	883	21	100	2603	300	0.41	90.3727656160282	0.339223972339608	74.7722159599645	0.0334983100106803	0.0641204363985885	1.20864099660249	0.871961009578007	1.66905495945526	35	106	1
SPAC1F7.10	4	47	10	100	1196	300	0.04	8.81685518205153	0.0392976588628763	8.66204417969109	0.0260887115061924	0.246100574600521	1.01787234042553	0.312020989614061	2.94336287222223	3	101	1
SPAC1F7.12	144	613	52	100	1100	300	1.44	317.406786553855	0.557272727272727	122.834823331763	0.195080857338279	0.282732596720311	2.58401305057096	2.14588943072107	3.11005856392342	87	157	3.36425616316775e-08
SPAC21E11.04	10	126	19	100	644	300	0.1	22.0421379551288	0.195652173913043	43.1259220861216	0.0392855765328598	0.155479563193287	0.511111111111111	0.252999112871617	1.00128838696477	18	92	1
SPAC21E11.06	418	1117	66	100	1884	300	4.18	921.361366524385	0.592887473460722	130.68507481889	0.333895437425674	0.419371316037544	7.05024171888988	6.29059004109969	7.90095559414732	192	326	2.79254806806547e-74
SPAC21E11.07	31	189	23	100	1032	300	0.31	68.3306276608993	0.183139534883721	40.367868929451	0.110056797646564	0.243157468987034	1.69269841269841	1.13578615171254	2.50938507994619	20	111	1
SPAC21E11.08	37	1658	44	100	2222	300	0.37	81.5559104339766	0.746174617461746	164.472838567073	0.0158772151158057	0.0312273800470245	0.495862484921592	0.352791719873203	0.693872384644885	58	79	1
SPAC2C4.05	92	995	210	100	830	300	0.92	202.787669187185	1.19879518072289	264.240087534376	0.0742285311184327	0.115051156590825	0.767437185929648	0.616096808282991	0.954924599703845	104	88	1
SPNCRNA.98	317	16	1	100	203	300	3.17	698.735773177584	0.0788177339901478	17.3731136592148	11.7511684554539	33.9235600114062	40.219375	23.8548719645715	68.8648268231545	30	387	3.05685561896734e-64
SPAC2C4.08	1	45	135	100	653	300	0.01	2.20421379551288	0.0689127105666156	15.1898347317121	0.00113712356732569	0.149026177050859	0.145111111111111	0.00742541689463679	0.973140936142108	6	95	1
SPAC2C4.09	48	365	3	100	1305	300	0.48	105.802262184618	0.279693486590038	61.650424165686	0.0961646582481688	0.179335264098874	1.71616438356164	1.2549487901386	2.34032519649031	32	116	1
SPAC2C4.13	27	428	0	100	2887	300	0.27	59.5137724788478	0.148250779355733	32.6776413051442	0.0418775292708025	0.0943698656207583	1.82123831775701	1.20900427004807	2.72445802047129	16	111	1
SPNCRNA.974	0	10	5	100	713	300	0	0	0.0140252454417952	3.09146394882592	0.00929728784483565	0.525639636497703	0	0.0662896623336782	3.74781060822862	1	99	1
SPNCRNA.976	8	11	6	100	297	300	0.08	17.6337103641031	0.037037037037037	8.16375479819586	0.267759586150358	1.94395698228357	2.16	0.795245970866564	5.7735522373822	3	105	1
SPAC25G10.01	24	585	17	100	1982	300	0.24	52.9011310923092	0.295156407669021	65.0587825618081	0.0266506238021633	0.0626244560952376	0.813128205128205	0.528215363758876	1.24121671980761	28	96	1
SPAC25G10.03	139	991	62	100	1385	300	1.39	306.385717576291	0.715523465703971	157.716669411788	0.116961687529307	0.168110819521523	1.94263370332997	1.6199193722809	2.3283348503731	99	140	0.00522973145214391
SPAC25G10.06	172	549	288	100	266	300	1.72	379.124772828216	2.06390977443609	454.929839750591	0.262986813076075	0.373101492191688	0.833369763205829	0.69954492278236	0.992449969229891	183	89	1
SPAC25G10.08	146	3026	81	100	2311	300	1.46	321.815214144881	1.3093898745132	288.617522510687	0.040715720115007	0.0571434398101221	1.11502313284865	0.940940291857811	1.32058489401192	139	107	1
SPNCRNA.977	4	98	2	100	1755	300	0.04	8.81685518205153	0.0558404558404558	12.3084303111261	0.0127983288706427	0.11500289566224	0.716326530612245	0.224610671679779	2.01830081887231	5	99	1
SPNCRNA.978	1	6	3	100	408	300	0.01	2.20421379551288	0.0147058823529412	3.24149087575424	0.00755953402951306	1.38050834161111	0.68	0.0308428988404133	5.63247403377331	1	100	1
SPAC27F1.07	86	1664	202	100	1560	300	0.86	189.562386414108	1.06666666666667	235.116138188041	0.0413501424500493	0.0645182586325503	0.80625	0.645062222220768	1.00648483466778	96	90	1
SPAC27F1.08	79	638	23	100	2015	300	0.79	174.132889845518	0.316625310173697	69.7909876693409	0.0973046623902982	0.157363079051998	2.49506269592476	1.96068894716451	3.17086604289777	43	136	7.53075059413286e-05
SPAC23D3.01	7	157	29	100	1230	300	0.07	15.4294965685902	0.127642276422764	28.1350866581726	0.0191922269518607	0.0981758655304785	0.548407643312102	0.236064391507887	1.20756314602489	12	95	1
