WT_3MBPP1r2_pr_counts	WT_3MBPP1r2gb_counts	WT_3MBPP1r2term_counts	WT_3MBPP1r2pr_map	WT_3MBPP1r2gb_map	WT_3MBPP1r2term_map	WT_3MBPP1r2pr_density	WT_3MBPP1r2pr_densityRPKM	WT_3MBPP1r2gb_density	WT_3MBPP1r2gb_densityRPKM	WT_3MBPP1r2pause_index_CI_low	WT_3MBPP1r2pause_index_CI_high	WT_3MBPP1r2pause_index_scaled	WT_3MBPP1r2pause_index_CI_low_scaled	WT_3MBPP1r2pause_index_CI_high_scaled	WT_3MBPP1r2_ExpPR	WT_3MBPP1r2_ExpGB	WT_3MBPP1r2Fexact_Pval
SPAC823.15	44	452	31	100	1386	300	0.44	51.2040158844167	0.326118326118326	37.9512907971867	0.070516361920253	0.133943082864504	1.34920353982301	0.977356776214707	1.85645112850203	35	109	1
SPAC7D4.14c	11	662	72	100	1789	300	0.11	12.8010039711042	0.370039128004472	43.0624758822652	0.00869322396369898	0.0308952348909281	0.29726586102719	0.155521776710575	0.552715752198703	29	82	1
SPAC7D4.13c	11	107	87	100	1167	300	0.11	12.8010039711042	0.091688089117395	10.669996299043	0.0523567928720422	0.196627790789889	1.19971962616822	0.611003772816732	2.29464631851801	9	102	1
SPAC7D4.12c	9	966	28	100	2589	300	0.09	10.4735487036307	0.373117033603708	43.4206602622516	0.00453188720103218	0.0184491204886439	0.241211180124224	0.117330559634723	0.477647729450991	29	80	1
SPAC7D4.11c	4	336	46	100	2270	300	0.04	4.65491053494697	0.148017621145374	17.2252196006848	0.00378965417111257	0.0329730855371698	0.270238095238095	0.0860251496842553	0.748489041693755	13	91	1
SPNCRNA.842	2	8	21	100	760	300	0.02	2.32745526747349	0.0105263157894737	1.22497645656499	0.0367281083767776	1.26151517249186	1.9	0.27913362366351	9.58751531093812	1	101	1
SPAC7D4.09c	5	144	47	100	908	300	0.05	5.81863816868372	0.158590308370044	18.4555924293052	0.0125752775970569	0.087700669632938	0.315277777777778	0.114183520581277	0.796322080267077	14	91	1
SPAC7D4.07c	133	452	787	100	343	300	1.33	154.775775286987	1.31778425655977	153.354195466183	0.241350374412551	0.358551113317286	1.00926991150442	0.827831784235051	1.22983031867829	132	101	1
SPAC7D4.06c	11	402	148	100	1705	300	0.11	12.8010039711042	0.235777126099707	27.4380357045262	0.0142668521297887	0.0510595068389511	0.466542288557214	0.243249828812898	0.870564591604116	21	90	1
SPAC7D4.03c	202	4138	128	100	3209	300	2.02	235.072982014822	1.28949828607043	150.062478915632	0.0422742659995926	0.0563506573540162	1.56650072498792	1.35658119592693	1.80829259449038	170	132	0.994314701418446
SPAC7D4.02c	33	246	58	100	1879	300	0.33	38.4030119133125	0.130920702501331	15.2356039329025	0.0916410135558563	0.195403665402579	2.52060975609756	1.72193464471454	3.67163487291445	15	118	0.225429486782347
SPAC4F8.14c	37	885	395	100	1528	300	0.37	43.0579224482595	0.579188481675393	67.4017641267682	0.0296473891129751	0.0586983794793306	0.638824858757062	0.45301210564626	0.896911238444171	50	87	1
SPAC4F8.13c	267	2474	131	100	4793	300	2.67	310.71527820771	0.516169413728354	60.0680610445379	0.0949223902121433	0.122676547100657	5.17272029102668	4.54963016286803	5.87988690253449	124	243	2.93086139215944e-45
SPAC4F8.12c	115	4092	251	100	7106	300	1.15	133.828677879725	0.575851393188854	67.0134179179673	0.0232422975923964	0.0339545927711413	1.99704301075269	1.65159766691569	2.4128133623173	78	137	0.00265135336356894
SPNCRNA.326	1	15	4	100	457	300	0.01	1.16372763373674	0.0328227571115974	3.81967494661951	0.00328192270549487	0.476785931797302	0.304666666666667	0.0149983867641116	2.17891170831367	3	98	1
SPAC4F8.10c	23	377	196	100	646	300	0.23	26.7657355759451	0.58359133126935	67.9141359007356	0.0390760701868663	0.0944070839501749	0.394111405835544	0.252431413407156	0.60986976231813	45	78	1
SPNCRNA.200	0	12	5	100	437	300	0	0	0.0274599542334096	3.1955907562565	0.00771806013949717	0.431135285113533	0	0.0337279228096026	1.88406119594614	2	98	1
SPAC4F8.07c	33	3453	332	100	2869	300	0.33	38.4030119133125	1.20355524573022	140.061049818507	0.00667341713126789	0.0136139555897817	0.274187662901825	0.191460337496076	0.390584385870838	72	61	1
SPNCRNA.201	201	17	35	100	83	300	2.01	233.909254381085	0.204819277108434	23.8353852693068	7.06254682504451	20.0691171284127	9.81352941176471	5.86191386478694	16.6573672165826	51	250	6.77467495784128e-15
SPAC4F8.05c	19	114	69	100	539	300	0.19	22.1108250409981	0.211502782931354	24.6131633109441	0.0993491240650382	0.276531085440864	0.898333333333333	0.535491778710556	1.49050255052626	20	99	1
SPAC4F8.02c	41	309	138	100	942	300	0.41	47.7128329832065	0.328025477707006	38.1732312977339	0.0944467067573797	0.185747665615905	1.24990291262136	0.889687977654517	1.74974301010183	34	107	1
SPAC644.04	8	867	27	100	2357	300	0.08	9.30982106989395	0.367840475180314	42.8066125774186	0.00427555754248098	0.0190426796592738	0.217485582468281	0.100774891276277	0.448835959569084	29	79	1
SPNCRNA.844	2	217	20	100	1848	237	0.02	2.32745526747349	0.117424242424242	13.6649835779693	0.001585895584599	0.0374859388585244	0.170322580645161	0.0293073504033896	0.692740150105531	10	92	1
SPAC644.07	4	367	52	100	1567	300	0.04	4.65491053494697	0.234205488194001	27.2551398584164	0.00347138714912979	0.0301698428472696	0.170790190735695	0.0543966366268639	0.472761437416715	19	85	1
SPAC644.08	19	149	30	100	861	300	0.19	22.1108250409981	0.173054587688734	20.1388405838298	0.0766885433893479	0.209640574179276	1.09791946308725	0.660288358582285	1.80500534368357	17	102	1
SPAC644.09	12	973	105	100	1277	300	0.12	13.9647316048409	0.761942051683633	88.6693020850314	0.00665740418775496	0.0222988062541501	0.157492291880781	0.0850150514776309	0.284755755865497	48	64	1
SPAC644.10	40	156	111	100	710	300	0.4	46.5491053494697	0.219718309859155	25.5692268821031	0.178350597996296	0.367410137822652	1.82051282051282	1.2662892457737	2.60861197854083	25	115	1
SPAC644.12	50	1194	61	100	2544	300	0.5	58.1863816868372	0.469339622641509	54.61834884755	0.0312151350432599	0.056021797716433	1.06532663316583	0.794113035500533	1.42519453390605	47	103	1
SPAC644.15	253	1198	1248	100	578	300	2.53	294.423091335396	2.07266435986159	241.201679103221	0.183961793327472	0.242385451310167	1.2206510851419	1.06329916543279	1.40098790857277	238	115	1
SPAC644.16	25	790	253	100	1239	300	0.25	29.0931908434186	0.637610976594027	74.2005513036342	0.0207876875092854	0.0477926256426965	0.392088607594937	0.257559448240046	0.592150631713009	48	77	1
SPSNORNA.54	525	707	1234	100	103	300	5.25	610.95700771179	6.86407766990291	798.791686458134	0.662215402824404	0.832661185787817	0.764851485148515	0.682081864909136	0.857641021361451	545	80	1
SPNCRNA.845	5	13	122	100	341	300	0.05	5.81863816868372	0.0381231671554252	4.43649831043333	0.119978551159896	1.15490291840107	1.31153846153846	0.409126859455245	3.93821895174763	3	102	1
SPAPB2B4.02	41	426	75	100	1045	300	0.41	47.7128329832065	0.407655502392344	47.4399973178806	0.0688929404092677	0.133966112818171	1.00575117370892	0.719931227276847	1.39994587894989	40	101	1
SPAPB2B4.03	17	992	16	100	4265	300	0.17	19.7833697735246	0.232590855803048	27.0672406252485	0.0102682750824172	0.0281932518171892	0.730897177419355	0.437941932265094	1.20244219000312	22	95	1
SPAPB2B4.05	7	837	218	100	1789	300	0.07	8.1460934361572	0.467859139183902	54.4460608964592	0.00365234372049104	0.0181318031208141	0.149617682198327	0.0653404291595846	0.324377957831364	34	73	1
SPAPB2B4.06	72	253	37	100	1160	300	0.72	83.7883896290455	0.218103448275862	25.3813009771893	0.217105985228944	0.372539906157631	3.30118577075099	2.51842942865575	4.32146291142852	30	142	5.7969725988449e-08
SPAPB2B4.07	159	378	411	100	1446	300	1.59	185.032693764142	0.261410788381743	30.4210958196742	0.347973101343311	0.508294575956882	6.08238095238095	5.03169104542428	7.34993956833652	53	206	3.84783212542311e-35
SPNCRNA.204	136	241	189	100	324	300	1.36	158.266958188197	0.743827160493827	86.5612221390602	0.454805655453915	0.699952301979865	1.82838174273859	1.47357032367069	2.26784545841476	100	136	0.488960504683118
SPAC6F6.01	136	2908	149	100	6086	300	1.36	158.266958188197	0.477817942819586	55.6049943954395	0.0392241891077726	0.0557273551970798	2.84627235213205	2.38718414909904	3.39156683729428	76	160	2.03228424107598e-11
SPNCRNA.847	4	23	2	100	1806	300	0.04	4.65491053494697	0.0127353266888151	1.48204515924391	0.0510340464290798	0.529307342558426	3.14086956521739	0.921674878509182	9.55929060660517	1	103	1
SPNCRNA.848	0	133	25	100	2002	300	0	0	0.0664335664335664	7.7310577066427	0.000684529864532266	0.0362559546666099	0	0.013704287887936	0.72584421242553	6	94	1
SPNCRNA.205	2	153	270	100	1712	300	0.02	2.32745526747349	0.0893691588785047	10.4001359790725	0.00224310582080674	0.0533525777857075	0.223790849673203	0.0384019716522114	0.913396131691313	8	94	1
SPAC6F6.05	72	448	375	100	742	300	0.72	83.7883896290455	0.60377358490566	70.2628005275015	0.124288321922081	0.207507180834511	1.1925	0.922219348661837	1.53970328179207	64	108	1
SPAC6F6.09	53	183	88	100	687	300	0.53	61.6775645880474	0.266375545851528	30.9988583659133	0.210772349721566	0.397119151789192	1.98967213114754	1.44800604258716	2.72820857279175	32	121	1
SPNCRNA.849	2	133	69	100	1494	300	0.02	2.32745526747349	0.0890227576974565	10.359824316398	0.00257681079406733	0.0614850063134843	0.224661654135338	0.0384975532633658	0.918585994323455	8	94	1
SPAC6F6.12	20	1129	107	100	1658	300	0.2	23.2745526747349	0.680940892641737	79.2429733708555	0.0110743999107213	0.0280204163614468	0.293711248892826	0.183613550519759	0.464578503272788	48	72	1
SPNCRNA.851	1	33	23	100	1065	300	0.01	1.16372763373674	0.0309859154929577	3.60591661157864	0.00153958136153327	0.205601017062752	0.322727272727273	0.0163965415003293	2.18965083171831	3	98	1
SPAC6F6.15	0	1164	405	100	1497	300	0	0	0.777555110220441	90.4862368516746	7.80993582221825e-05	0.00411768601656357	0	0.00116914739258607	0.0616417596679567	43	57	1
SPAC6F6.17	102	2574	137	100	4232	300	1.02	118.700218641148	0.608223062381853	70.7805985169749	0.0323426407977565	0.0485059218645147	1.67701631701632	1.36874055856105	2.05277061330626	76	126	1
SPAC1805.04	1	1329	486	100	5730	300	0.01	1.16372763373674	0.231937172774869	26.9911697248889	3.92510195990613e-05	0.00489245180201196	0.0431151241534989	0.00224908342302621	0.280337488255285	19	82	1
SPAC1805.05	231	2768	82	100	1782	300	2.31	268.821083393188	1.55331088664422	180.7630802572	0.0727976307714512	0.0956438681534044	1.48714595375723	1.29725378034726	1.70437373049367	201	130	1
SPNCRNA.853	0	8	3	100	687	300	0	0	0.0116448326055313	1.35514134932954	0.0116892782926356	0.673070909790981	0	0.0803053418704063	4.62399715026404	1	99	1
SPAC1805.08	33	116	83	100	497	300	0.33	38.4030119133125	0.233400402414487	27.1614498015015	0.189559539641672	0.425095795589562	1.41387931034483	0.942110912019112	2.11272610408012	25	108	1
SPAC1805.18	120	67	34	100	137	300	1.2	139.647316048409	0.489051094890511	56.9122273433298	1.31503286414376	2.44183392426444	2.45373134328358	1.80159502387695	3.34531247624228	72	148	0.0326666605623947
SPSNORNA.52	49	32	103	100	72	300	0.49	57.0226540531004	0.444444444444444	51.7212281660775	0.960402835104686	2.4475046192	1.1025	0.691490041275374	1.762203325824	45	104	1
SPAC1805.10	7	501	1664	100	3621	300	0.07	8.1460934361572	0.138359569179785	16.1012854046426	0.00608807468569064	0.0303653128001217	0.505928143712575	0.220449184368858	1.09952797649241	13	94	1
SPAC1805.13	958	2019	1259	100	642	300	9.58	1114.8510731198	3.14485981308411	365.976026871415	0.439040291304797	0.512796152925734	3.04624071322437	2.8186386701768	3.29215130178321	802	256	6.51267766766795e-23
SPAC1805.14	156	924	114	100	1802	300	1.56	181.541510862932	0.51276359600444	59.671716624459	0.141949582270794	0.20071102096764	3.04233766233766	2.5579314725197	3.61681259783688	86	170	2.35304460888453e-13
SPAC1805.17	501	3475	412	100	4129	300	5.01	583.027544502108	0.841608137563575	97.9402646460446	0.131131280507695	0.158498224767587	5.95288920863309	5.41441057216271	6.54439170065369	274	327	3.86470313017313e-72
SPAC1B2.06	5	63	70	100	586	300	0.05	5.81863816868372	0.107508532423208	12.511065004337	0.0281569346549738	0.205118290333756	0.465079365079365	0.164999637078146	1.20199318135581	10	95	1
SPAC1B2.04	121	1005	317	100	986	300	1.21	140.811043682146	1.01926977687627	118.61524055836	0.0992360065152207	0.145970679341977	1.18712437810945	0.978467024240076	1.43927089831189	111	110	1
SPAC1B2.05	102	2039	1	100	4846	300	1.02	118.700218641148	0.420759389186958	48.9649328351057	0.0407867683858722	0.0612965425277296	2.42418832761157	1.97652679597937	2.97043045089377	59	143	5.093969443113e-06
SPAC3F10.03	29	1231	458	100	2067	300	0.29	33.7481013783656	0.595549104983067	69.305695071598	0.0159972011868019	0.0344713779023974	0.486945572705118	0.330662148531196	0.712523381242554	48	81	1
SPAC3F10.04	213	788	12	100	3680	300	2.13	247.873985985926	0.214130434782609	24.9189504180585	0.231648016794474	0.315328837952785	9.94720812182741	8.52464701803665	11.6041012366625	55	258	1.77700641054952e-74
SPAC3F10.19	106	530	193	100	1142	300	1.06	123.355129176095	0.464098073555166	54.0083752960135	0.161433148368746	0.247581433511935	2.284	1.84356655437108	2.82737997070629	65	141	0.000173591191839004
SPAC3F10.09	15	634	48	100	1839	300	0.15	17.4559145060512	0.344752582925503	40.1198107552526	0.0136564532806774	0.0402872966056418	0.435094637223975	0.251142175831657	0.740883384577753	29	86	1
SPAC3F10.13	279	1674	69	100	2456	300	2.79	324.680009812551	0.681596091205212	79.3192206382455	0.146518525529557	0.18954902938112	4.09333333333333	3.59849498700593	4.65532416160031	153	226	5.44063937545621e-32
SPAC3F10.17	13	770	70	100	1556	300	0.13	15.1284592385777	0.494858611825193	57.5880641373581	0.00934304120252813	0.0298596648944206	0.262701298701299	0.145377721111338	0.464616385757185	37	76	1
SPAC8F11.03	28	877	182	100	3252	300	0.28	32.5843737446288	0.269680196801968	31.3834297290013	0.0214890784900171	0.0471176913449787	1.03826681870011	0.698824832495356	1.53226732253871	27	101	1
SPAC8F11.04	46	1158	14	100	2322	300	0.46	53.5314711518902	0.498708010335917	58.0360292793776	0.0292372411251376	0.0538008767529731	0.922383419689119	0.678888738925696	1.24925635820404	48	98	1
SPAC8F11.06	15	98	109	100	1223	300	0.15	17.4559145060512	0.080130825838103	9.32504563419467	0.0853963976799946	0.27001328844918	1.8719387755102	1.04439794362633	3.30226251773347	8	107	1
SPNCRNA.857	16	754	29	100	1945	300	0.16	18.6196421397879	0.387660668380463	45.11314323072	0.0124880952565351	0.0354967283977522	0.412732095490716	0.242893452739607	0.69041136733628	32	84	1
SPACUNK4.19	0	41	919	100	2331	300	0	0	0.0175890175890176	2.04688258186214	0.00222893830759859	0.119437073139709	0	0.0519565519501231	2.78407817488662	1	99	1
SPACUNK4.16c	168	3973	519	100	2960	300	1.68	195.506242467773	1.34222972972973	156.198982730949	0.0361215838263288	0.0494789268088921	1.25164862824062	1.06919888125933	1.46457623354321	153	115	1
SPACUNK4.13c	3	117	52	100	1470	300	0.03	3.49118290121023	0.0795918367346939	9.26232198280265	0.00652098088577648	0.0832023962057653	0.376923076923077	0.0958584190209143	1.22307522422475	7	96	1
SPACUNK4.12c	16	644	70	100	2963	300	0.16	18.6196421397879	0.217347283158961	25.2933039529687	0.0146072675313517	0.0416006000097806	0.736149068322981	0.432813336953951	1.2326257782898	20	96	1
SPACUNK4.11c	51	150	80	100	445	300	0.51	59.3501093205739	0.337078651685393	39.2267741709015	0.24429164737137	0.472204920075248	1.513	1.0870978308026	2.10131189433485	38	113	1
SPACUNK4.20	13	51	10	100	1274	300	0.13	15.1284592385777	0.0400313971742543	4.65856431087707	0.132072223538628	0.483143236001389	3.24745098039216	1.68260012788213	6.1552448266577	4	109	1
SPNCRNA.559	2	35	14	100	951	300	0.02	2.32745526747349	0.0368033648790747	4.28290927242755	0.00950763214357373	0.242707696571695	0.543428571428571	0.0904175816853861	2.30815019439682	3	99	1
SPNCRNA.858	0	88	7	100	1889	300	0	0	0.0465854949708841	5.42128278289219	0.00103546085669004	0.0549880072256109	0	0.0195598555828748	1.03872345649179	4	96	1
SPACUNK4.07c	37	3695	311	100	3789	300	0.37	43.0579224482595	0.975191343362365	113.485711445164	0.00713926228924418	0.013982487663351	0.379412719891746	0.270506648139462	0.529796457564371	67	70	1
SPACUNK4.06c	61	579	119	100	860	300	0.61	70.9873856579413	0.673255813953488	78.3486395271598	0.0801733450975487	0.138168999016861	0.906044905008636	0.689490767838919	1.188253391545	64	97	1
SPNCRNA.209	0	3	3	100	442	300	0	0	0.00678733031674208	0.789860384889192	0.0327971598819604	2.22593021867193	0	0.144963446678265	9.83861156652995	0	100	1
SPAC513.02	1	4	5	100	1054	300	0.01	1.16372763373674	0.00379506641366224	0.441642365744495	0.0106420142837121	2.34682041637603	2.635	0.112166830550326	24.7354871886033	0	101	1
SPAC513.04	1	0	0	100	102	300	0.01	1.16372763373674	0	0	0.0577765545925511	8.27870929775896	NA	0.0589320856844022	8.44428348371414	0	101	1
SPAC513.05	18	1024	7	100	5600	300	0.18	20.9470974072614	0.182857142857143	21.2795910169005	0.0106950311419875	0.0285132330831083	0.984375	0.598921743951299	1.59674105265407	18	100	1
SPAC513.07	7	3052	654	100	1733	300	0.07	8.1460934361572	1.76110790536642	204.944993546713	0.00100409750953238	0.00495957317780587	0.0397477064220183	0.0174010098401962	0.0859494031713758	68	39	1
SPAC2E1P3.01	128	1498	122	100	1533	300	1.28	148.957137118303	0.977168949771689	113.715850967883	0.0710288501757653	0.102724977058579	1.30990654205607	1.08887227319448	1.57477389830802	112	116	1
SPNCRNA.859	62	277	96	100	1464	227	0.62	72.1511132916781	0.189207650273224	22.0186171137348	0.168276290248227	0.29718882223153	3.27682310469314	2.46356488923404	4.3508443574696	25	137	4.96621710333832e-07
SPAC2E1P3.04	8	1186	57	100	3164	300	0.08	9.30982106989395	0.374841972187105	43.6213961318514	0.00312847868153374	0.0139069380321394	0.213423271500843	0.0989850654837274	0.440015519336889	29	79	1
SPNCRNA.862	10	369	5	100	1328	61	0.1	11.6372763373674	0.277861445783133	32.3355042807875	0.0136469726640988	0.0521369082291989	0.359891598915989	0.181231796979233	0.692378141283761	23	87	1
SPAPB2C8.01	21	610	56	100	1797	300	0.21	24.4382803084716	0.339454646633278	39.5032752687487	0.0216994446716963	0.0540553736801875	0.618639344262295	0.389939020750382	0.971375065032969	30	91	1
SPAPB24D3.01	4	1072	171	100	2836	300	0.04	4.65491053494697	0.377997179125529	43.9885762822916	0.00119294332535751	0.0102846743628036	0.105820895522388	0.033831872707139	0.291673364929111	28	76	1
SPAPB24D3.03	50	1055	45	100	1262	300	0.5	58.1863816868372	0.835974643423138	97.2846793654726	0.0352998851678934	0.063453623953824	0.598104265402844	0.445484550818815	0.800784734297259	68	82	1
SPNCRNA.864	1	71	16	100	1215	300	0.01	1.16372763373674	0.0584362139917695	6.8003837033176	0.000725955406878332	0.093351986141379	0.17112676056338	0.00882035819357174	1.13422663161775	5	96	1
SPNCRNA.865	2	245	15	100	2653	300	0.02	2.32745526747349	0.0923482849604222	10.7468251136639	0.00140570703300218	0.0331701139038564	0.216571428571429	0.0372934075855477	0.880003121869311	8	94	1
SPNCRNA.210	25	15	15	100	176	300	0.25	29.0931908434186	0.0852272727272727	9.91813324207452	0.845346508644486	3.31517048204612	2.93333333333333	1.4878098552143	5.83470004840117	9	116	1
SPNCRNA.867	0	363	174	100	3070	300	0	0	0.118241042345277	13.7600368419035	0.000250539874708556	0.0132265256847833	0	0.00769157415355267	0.406054338522848	10	90	1
SPNCRNA.31	47	45	28	100	272	300	0.47	54.6951987856269	0.165441176470588	19.2528468816741	0.681013954310319	1.60214344262967	2.84088888888889	1.85235795572407	4.35783016395271	20	127	0.0750181409174107
